Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Neri, Maria De Lourdes Santos Pinto",http://lattes.cnpq.br/2095116192945004,"Freixo, Alessandra Alexandre||Não informado pela instituição",http://lattes.cnpq.br/2938127472069668||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Racismo e corpo-território negro: escrevivências de professores de biologia,2023,Universidade Estadual de Feira de Santana (UEFS),UEFS,Brasil,DEPARTAMENTO DE EDUCAÇÃO,Programa de Pós-Graduação em Educação,EDUCACAO::TOPICOS ESPECIFICOS DE EDUCACAO,openAccess,masterThesis,Corpo-Território Negro||Escrevivências||Educação Antirracista||Racismo||Racismo Científico,Black Body-Territory||Writings||Anti-racist Education||Racism||Scientific Racism,por,"This research emerged from my experiences as a student on the Biological Sciences Degree course at UEFS. The concerns provoked after my first contact with reports of cases of scientific racism, during an undergraduate class, made me think about how I could contribute as a basic education teacher with the Education of Ethnic-Racial Relations (ERER). Associated with this teacher training process, I was also experiencing a development of my blackness. In postgraduate studies, I had the opportunity to embark on studies that fall within the field of ERER through research in my master's degree. The present research aimed to map the writings of the black body-territory and Biology teachers, as well as the tensions caused by the theme of scientific racism, in order to outline paths for anti-racist education. The research is part of the field of ERER and its methodological support is the association of cartography with writing. To construct this cartographic research, 10 colleagues, graduates of the Biological Sciences Degree course, self-declared black and basic education teachers, participated together with me in the data production process. The interventionist stage of the research was characterized by meetings that were held on the Google Meet platform, called Cartographic Meetings, where we socialized and discussed our writings around the black body-territory, racism in its various faces, scientific racism and education anti-racism in basic education. The logbooks were also used as an instrument for recording our writing. From data analysis it was possible to map how we are faced in different everyday situations and what are the possible ways to implement anti-racist education in basic education. For us black people, hearing reports of scientific racism that marked the history of science is as painful as watching the cases of racism that are reported in the media today. By relating the racial debate with teaching practice, it was possible to outline possible paths for anti-racist education.",http://tede2.uefs.br:8080/handle/tede/1598,Não informado pela instituição,Não informado pela instituição,"NERI, Maria De Lourdes Santos Pinto. Racismo e corpo-território negro: escrevivências de professores de biologia, 2023, 110 f., Dissertação (mestrado) - Programa de Pós-Graduação em Educação, Universidade Estadual de Feira de Santana, Feira de Santana."
"Souza, Alexsandro Eleotério Pereira de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Sociabilidade e racismo : os limites socialmente impostos ao bem-estar dos negros em Londrina,2024,Universidade Estadual de Londrina (UEL),UEL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Racismo||Sociabilidade||Negros||Segregação||Ciências sociais||Social sciences,Não informado pela instituição,por,"Resumo: Este trabalho tem como objetivo estudar os limites socialmente impostos à sociabilidade pelo racismo e pela discriminação racial aos negros moradores da cidade de Londrina-PR Diante de uma sociedade brasileira estruturada sob os alicerces da desigualdade racial, que privilegia assim os brancos em detrimento dos negros, busca-se compreender como o racismo interfere nas relações sociais existentes entre esses dois grupos, em diferentes âmbitos sociais, tais como o escolar, de trabalho, de lazer, e também o âmbito familiar e afetivo O trabalho se desenvolveu em um primeiro momento por meio de pesquisa empírica com a realização de entrevistas em profundidade, de cunho qualitativo, a fim de analisar as questões relacionadas à sociabilidade e a identificação e também quantitativo, através de dados socioeconômicos disponibilizados pelo IBGE O relato do cotidiano destas pessoas mostra que, mesmo com significativos avanços obtidos pela população negra, sobretudo nas ultimas décadas, a visão do negro como um sujeito caracterizado pela inferioridade racial é uma constante em nossa época atual",https://repositorio.uel.br/handle/123456789/14193,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Santos, Gabriel Gustavo dos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Cotas, sociabilidade e racismo : um estudo sobre as relações raciais na UENP",2023,Universidade Estadual de Londrina (UEL),UEL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Racismo||Sociabilidade||Cotas||Universidade||Inclusão||Inclusão social||Negros - Educação - Brasil||Igualdade na educação - Brasil||Ciências Humanas - Sociologia||racism||Sociability||Quotas||University||Inclusion||Social inclusion||Blacks - Education - Brazil||Equality in education - Brazil,Não informado pela instituição,por,"O objetivo principal desta dissertação é analisar em que medida elementos como a raça e o uso de cotas afetam a sociabilidade dos estudantes cotistas e não cotistas da Universidade Estadual do Norte do Paraná (UENP). Para tanto, selecionamos como universo da pesquisa quatro cursos da instituição mencionada, a saber: Letras Espanhol, História, Odontologia e Direito, todos localizados campus de Jacarezinho, interior do Paraná. Foi selecionada como metodologia a pesquisa de campo, que foi dividia em dois momentos complementares: 1) a aplicação de um formulário online e 2) a realização de entrevistas em profundidade. Com isso, conseguimos a participação de 180 estudantes na resposta ao questionário e 21 na etapa das entrevistas. Os dados colhidos foram sistematizados em gráficos e categorizadas em quadros contendo os temas mais recorrentes presentes nos relatos. Com relação aos resultados obtidos, verificamos que os estudantes demonstraram forte apoio às cotas, com uma leve preferência pelas cotas de escola pública. A maioria avaliou positivamente as interações na universidade, com exceção dos cotistas negros, que se sentem menos acolhidos devido a dificuldades de permanência e discriminação. Desse modo, podemos constatar que raça e uso de cotas impactam, efetivamente, a sociabilidade universitária, especialmente dos cotistas negros, gerando sentimentos de exclusão, dúvidas sobre capacidade e vergonha.",https://repositorio.uel.br/handle/123456789/17435,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Oliveira, Andressa da Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Racismo no ambiente escolar : consciência histórica e experiência de estudantes do ensino fundamental,2024,Universidade Estadual de Londrina (UEL),UEL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,História||Estudo e ensino||Racismo||Consciência histórica||Educação histórica||Study and teaching||Racism||Historical consciousness||Historical education||History,Não informado pela instituição,por,"Resumo: A presente pesquisa, desenvolvida no Programa de Pós-Graduação em História Social da Universidade Estadual de Londrina (UEL), trata-se de um estudo que teve origem ainda no período de graduação em História pela Universidade Estadual Paulista “Júlio de Mesquita Filho” - UNESP, campus Assis, durante participação no Programa Institucional de Bolsa de Iniciação à Docência (PIBID), e tem como objetivo investigar as formas pelas quais o racismo se apresenta no cotidiano de estudantes da educação básica, bem como refletir a respeito da consciência histórica discente sobre esta questão, a partir do encontro, em sala de aula, dos saberes oriundos de sua experiência com a aprendizagem histórica escolar Para o desenvolvimento desta pesquisa utilizou-se uma metodologia de inspiração etnográfica BUENO (27), GEERTZ (28), em conjunto com outros instrumentos de cunho qualitativo, oriundos da Educação Histórica BARCA (28; 214), SCHMIDT (212; 214; 218) e da Didática da História ALVES (21; 213; 215; 218), CERRI (211), MARTINS (212), RÜSEN (21; 26; 27; 212; 215), os quais foram aplicados a estudantes da rede estadual de ensino do Paraná, na Cidade de Londrina, possibilitando a análise de suas ideias prévias e narrativas acerca do Racismo, por meio das competências que fazem parte da operacionalização da consciência histórica, tal qual proposto por Jörn Rüsen Baseada nesse repertório epistemológico, a Dissertação buscou estudar as formas pelas quais o racismo ocorre na vida dos estudantes e como por eles é percebido, seja na sociedade, seja, especificamente, no ambiente escolar Além disso, objetivou discutir o papel do Ensino de História no desenvolvimento da consciência histórica acerca do racismo, bem como sua contribuição para a construção de uma educação verdadeiramente democrática e antirracista",https://repositorio.uel.br/handle/123456789/9427,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Batista, Elena de Medeiros",https://lattes.cnpq.br/9022915766614888,"Carvalho, Ana Paula Comin de||Não informado pela instituição",http://lattes.cnpq.br/6114938381101167||Não informado pela instituição,"Trindade Filho, Heyno Barreto||Muller, Cíntia Beatriz||Anjos, Rafael Sanzio Araujo dos||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,Divisor de águas no Rio do Peixe: ambientalização dos conflitos sociais e racismo ambiental vivenciados pelos comunitários do Quati - Ba,2023,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Faculdade de Filosofia e Ciências Humanas (FFCH),Programa de Pós-Graduação em Antropologia (PPGA) ,CNPQ::CIENCIAS HUMANAS::ANTROPOLOGIA||CNPQ::CIENCIAS HUMANAS::GEOGRAFIA||CNPQ::CIENCIAS HUMANAS::PSICOLOGIA||CNPQ::CIENCIAS HUMANAS::SOCIOLOGIA,openAccess,masterThesis,Racismo ambiental||Conflitos ambientais||Barragem do Quati||Semiárido baiano,Não informado pela instituição,por,"O tema central desta dissertação é a interseção entre conflitos sociais e relações raciais na Comunidade do Quati, no município de Pedro Alexandre, Bahia. O objetivo é compreender os conflitos e o racismo ambiental vivenciado pelos comunitários do Quati antes, durante e após o evento do rompimento da barragem. Esta relação é resultado do desastre ambiental provocado pelo rompimento da Barragem do Quati, no dia 11 de julho de 2019. A análise documental, as entrevistas semiestruturadas e a elaboração de mapas georreferenciados corroboraram para a realização de uma etnografia sobre os conflitos no modo pelo quais os agentes sociais compartilham, disputam o controle e uso dos recursos naturais, humanos e ambientais. A ótica racial fornece uma compreensão sobre que maneira as relações constituídas são estabelecidas entre os conflitos e o racismo ambiental vivenciado pelos comunitários do Quati neste contexto. Ao passo que os conflitos existentes são vistos enquanto fenômenos ambientais é tido no pano de fundo mecanismos de ordem social inseridos na estrutura normativa pautado em práticas de diferenciação racistas na interação entre os grupos. A pesquisa trouxe, portanto, como o desastre acarretou e movimentou alterações nas interações estabelecidas entre os agentes evocando o processo histórico de interações conflitivas sociais e políticas acerca das questões sobre identidade e representação étnica nos modos de vida dos comunitários do Quati.",https://repositorio.ufba.br/handle/ri/37431,Não informado pela instituição,Não informado pela instituição,ABNT
"Veiga, Vitoria Leite da",http://lattes.cnpq.br/6079094275920646,"Abrahão, Bruno Otávio de Lacerda||Não informado pela instituição",http://lattes.cnpq.br/1065452040765915||Não informado pela instituição,"Silveira, Raquel da||Santos, Romilson Augusto dos||Abrahão, Bruno Otávio de Lacerda||Brito, Patrícia Lustosa||Não informado pela instituição",http://lattes.cnpq.br/7096433545647878||http://lattes.cnpq.br/6925917284894954||http://lattes.cnpq.br/6925917284894954||Não informado pela instituição||Não informado pela instituição,"Salvador, a cidade mais negra e suas piscinas mais brancas: estudo sobre o racismo estrutural da natação a partir da análise documental e cartográfica",2023,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Faculdade de Educação,Programa de Pós-Graduação em Educação (PPGE) ,Educação Física||Educação,openAccess,masterThesis,Natação - Salvador||Racismo||Brasil||Racismo nos esportes,Não informado pela instituição,por,"Este trabalho analisa, por meio da cartografia e das políticas públicas de democratização da natação na cidade de Salvador, como o racismo estrutural se estabelece e afeta a ampliação desta prática a partir das questões socioeconômicas, históricas, sociais, estruturais e espaciais. Buscando associar o desenvolvimento dos projetos públicos de infraestrutura e sociais que buscavam a difusão da modalidade a partir da obrigatoriedade da natação no currículo escolar, entre os anos de 2009 a 2021, e a sua efetiva concretização na promoção das desigualdades raciais e inclusão social, para a população soteropolitana; em destaque a adolescentes em idade escolar. Nesta pesquisa foi concluído, que apesar das políticas implementadas, a maior parte das escolas de Salvador das quais tem prática da natação como obrigatórias, encontram-se a mais de 2000 metros das piscinas públicas recomendadas, dificultando a possibilidade de deslocamento e associando as questões de não execução deste conhecimento por parte das escolas. Além disso, as piscinas adequadas se encontram nos bolsões socioeconômicos altos e maior número de pessoas autodeclaradas brancas, o que compromete a democratização da natação em Salvador. Apesar dos esforços para promover a inclusão social por meio da natação, a realidade prática revela desafios e barreiras que impedem o acesso universal à prática e limitam seu potencial como ferramenta de transformação social.",https://repositorio.ufba.br/handle/ri/37647,Não informado pela instituição,Não informado pela instituição,"ABNT, APA, VANCOUVER"
"Cruz, Milena Natividade da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Geografias negreiras: indícios cartográficos para uma história do racismo no Século das Luzes (1685-1777),2023,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Enlightenment||Jean Janvier||Jean Janvier||Mapas Murais||Racism||Racismo||Sébastian-G. Longchamps||Sébastian-G. Longchamps||Século das Luzes||Wall Maps,Não informado pela instituição,por,"A presente dissertação busca apurar os nexos entre o pensamento geográfico e as concepções racialistas manifestas no Século das Luzes, por intermédio do estudo detalhado da série de mapas murais confeccionada e publicada por Sébastian-G. Longchamps e Jean Janvier em Paris, no ano de 1754. A investigação se detém nas estratégias de discriminação contra pessoas negras, especialmente por considerar os sucessivos edits, déclarations e ordonnances criados para regulamentar a prática da escravidão na França e nas suas colônias. A reconstituição do círculo social e da carreira dos geógrafos, bem como dos contextos de produção e consumo de suas obras sugere importantes indícios para a pesquisa. Deste modo, pretende-se demonstrar como as relações entre as linguagens constitutivas destes artefatos expressaram esquemas mentais socialmente partilhados às vésperas da edição da Encyclopédie dirigida por Diderot e d\'Alembert. Tais conexões permitem refletir sobre o papel dos mapas murais em dois aspectos: como suporte do imaginário geográfico racializado e como representação capaz de impulsionar a propaganda do império marítimo francês em suas disputas pelo comércio transoceânico e domínio dos estabelecimentos nas Américas",https://www.teses.usp.br/teses/disponiveis/8/8138/tde-21032024-151601/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Gonçalves, Mônica Mendes",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Raça, racismo e saúde: políticas do negativo",2023,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Branquitude||Discriminação Racial||Negatif||Negativo||Public Health||Racial Discrimination||Racism||Racismo||Saúde Pública||Whiteness,Não informado pela instituição,por,"Este trabalho aborda algumas das múltiplas interfaces entre o campo da saúde e os sistemas raciais. Dito de outro modo, dá forma e compreensão a diferentes modos como o racismo impacta a saúde, tomada em uma dupla dimensão: como conjunto corporificado das condições de existência das pessoas e populações e como arranjo político e organizacional para atender as necessidades em saúde de diversos grupos. Portanto, parte do campo das relações raciais para analisar as teorias e conceitos produzidos neste domínio, as práticas de assistência e cuidado, as condutas, as situações de saúde ou adoecimento de pessoas e populações e o ordenamento dos arranjos político-institucionais para intervir sobre isso. Esta última dimensão está destacada: tem-se como objeto central a forma como a discriminação racial está expressa na consecução das políticas assistenciais - e os mecanismos através dos quais esse fenômeno se sustenta. A partir da apropriação e do uso dos conceitos de racismo, branquitude e contrato racial, este trabalho analisa destacadamente as políticas de saúde no país, em sua dimensão histórica e social, desde o momento da instituição de um aparato de Estado mais sólido na área até os dias atuais. Os resultados dessa investigação de abordagem radicalmente qualitativa, na qual a assistência oferecida pelos usuários do SUS e os caminhos percorridos para isso consubstanciaram a política de saúde a ser analisada, mostram que, embora os efeitos da discriminação sejam evidentes e explícitos, os mecanismos que a regem são comumente obliterados. Eles operam sob uma lógica dialética e negativa, que agrega contradições supostamente inconciliáveis, condensadas na antítese cuidado e exclusão - que também poderia ser sintetizada no binômio branco e negro. Deste modo, discriminação e a exclusão racial operam sob uma elipse, como é próprio da branquitude, sustentada pela instituição de normas e formas institucionais burocratizadas, nas quais encontram meios de se perpetuar. Assim instituída, como lógica particular de dominação racial - observada tanto no plano individual, onde está a trajetória singular das pessoas negras em busca de saúde, como no plano macropolítico, no qual saúde se conjuga às estruturas do Estado e formas do capital - exige que o racismo seja analisado nas ausências, lapsos e buracos. Pode-se afirmar que a discriminação racial contra o negro na saúde está alojada e ganha forma aparente nos hiatos: exatamente onde não se produz cuidado, assistência e bem-estar. Neste sentido, esta tese toma o SUS, como política de seguridade e direitos, o princípio da universalidade na assistência à saúde e a pauta da saúde da população negra como um enorme paradoxo. A percepção deste conflito, de sua aporia e magnitude, não deve causar estranheza, especialmente para quem tem os estudos críticos das relações raciais como orientação epistemológica. Por outro lado, não pode conduzir à apatia: deve contribuir para o avanço na busca de outros marcos civilizatórios, laços políticos e horizontes existenciais em direção a essa tarefa enorme e necessária de criar um novo mundo, sem racismo - que deve ser perseguida até ser efetivamente experimentada.",https://www.teses.usp.br/teses/disponiveis/6/6143/tde-22022024-143253/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Tanaka, Celina Yoshie",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Estereótipos e racismo contra amarelos: identificação e análise por meio da aversão à desigualdade,2023,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Amarelos||Análise do Comportamento||Asians||Aversão à desigualdade||Behavior analysis||Estereótipos||Inequity aversion||Racism||Racismo||stereotyping,Não informado pela instituição,por,"A população amarela-brasileira tem sido alvo de racismo, discriminação e estereótipos desde o século XIV, a partir a chegada dos primeiros povos amarelos em terras brasileiras. Atualmente, muitos dos estereótipos são considerados socialmente positivos, no entanto, trazem consequências negativas à população amarela. Uma possibilidade de investigação de vieses raciais nas relações entre indivíduos de diferentes raças é através de procedimentos que avaliem a aversão à desigualdade, definida como sendo a insatisfação de um indivíduo sobre uma distribuição desigual de recursos. Esse fenômeno é dividido em dois tipos: aversão à desigualdade desvantajosa (DI) e aversão à desigualdade vantajosa (AI). O presente estudo buscou verificar a produção de Desigualdade Desvantajosa (DI) em uma interação com um Confederado Amarelo em comparação com um Confederado Branco. Para isso, utilizamos uma tarefa que consistia em escolher entre dois cartões, azul e verde. A escolha pelo cartão azul favorecia os ganhos dos confederados, o que gerava uma maior diferença de pontuação entre o participante e o confederado. Os dados averiguaram que não há diferenças nas médias de escolhas pelo cartão azul pela raça. Foram encontradas diferenças estatisticamente significativas entre as médias de escolhas de cartões azuis com o Confederado Branco e com o Confederado Amarelo ao longo das tentativas, o que indica que a aversão à desigualdade desvantajosa é cumulativa e depende da exposição. Agrupando os padrões de respostas individuais, foi possível observar uma maior homogeneidade de escolhas de cartões nas interações entre ambos os confederados quando o Confederado Branco é apresentado primeiro. Houve uma maior variabilidade nos padrões de escolhas nas interações entre ambos os confederados quando o Confederado Amarelo é apresentado primeiro, sendo um indício de uma diferença de tratamento baseado em raça.",https://www.teses.usp.br/teses/disponiveis/47/47132/tde-08042024-163554/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Jesus, Andreia Sousa de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Fica Vivo!: o racismo na política pública de prevenção à criminalidade em Minas Gerais,2023,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Racismo||Segurança pública||Política pública de prevenção à criminalidade||Programa Fica Vivo!||Racism||Public security||Public policy on crime prevention||“Fica Vivo!” program,Não informado pela instituição,por,"A tese analisa o racismo na dinâmica do Programa Fica Vivo!, que visa à prevenção da criminalidade e controle de homicídios entre jovens moradores de bairros das periferias de Minas Gerais. O estudo analisou o Programa Fica Vivo! a partir de uma perspectiva que buscou dialogar com as teorias raciais, as normativas da política e os discursos dos agentes de sua implementação. Por meio de análise com abordagem qualitativa, a partir de estudo etnográfico e realização de entrevistas, foram identificadas as características e a conjuntura da política de prevenção à criminalidade em Minas Gerais, bem como as particularidades do Programa Fica Vivo!, demonstrando sua concepção teórica da criminalidade e a forma como a política pública se concretiza por meio dos aspectos de uma ciência da segurança pautada em mediar causas e consequências desta criminalidade. Como forma de instrumentalizar o debate racial, foram abordadas epistemologias e concepções teóricas acerca das relações raciais no contexto brasileiro que fomentaram base argumentativo-teórica para identificar o racismo, tanto na reprodução das ações propostas pela política pública, como na forma como ela se materializa a partir de discursos e práticas que conservam uma estrutura pautada numa lógica de hierarquia racial instrumentalizada pela própria política de prevenção à criminalidade. Como resultados principais, foi possível identificar que o Programa Fica Vivo! é subsidiado por aspectos históricos da violência racial, que definem a maneira como a política pública de prevenção à criminalidade atua sobre a comunidade. À medida que as instituições que compõem a política utilizam-se das racialidades disponíveis, por meio das ações de prevenção e da atuação policial, elas (as instituições) condicionam a manutenção da violência racial uma vez que não rompem com o modelo de segurança pública vigente. Dessa forma, o racismo evidencia os desequilíbrios de poder e desarticulações institucionais entre a gestão e a ponta da política, não alcançando o ideal do paradigma de uma segurança pública cidadã.","JESUS, Andreia Sousa de. Fica Vivo!: o racismo na política pública de prevenção à criminalidade em Minas Gerais. 2023. Tese (Doutorado em Ciências Sociais) - Faculdade de Filosofia e Ciências, Universidade Estadual Paulista (Unesp), Marília, 2023.||https://hdl.handle.net/11449/251553||33004110042P8",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
