Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Silva, Ana Paula da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,O Rio de Janeiro continua índio : território do protagonismo e da diplomacia indígena no século XIX,2016,Universidade Federal do Estado do Rio de Janeiro (UNIRIO),UNIRIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,MULTIDISCIPLINAR||MEMÓRIA SOCIAL||Indians in the city of Rio de Janeiro||Indigenous diplomacy||Memory||Protagonism Resistance||Diplomacia Indígena||Índios na cidade do Rio de Janeiro||Memória||Protagonismo||Resistência,Não informado pela instituição,por,"Tese também disponível em formato impresso, com o número de chamada CCH DMS 2016/05.","ILVA, Ana Paula da. O Rio de Janeiro continua índio: território do protagonismo e da diplomacia indígena no século XIX. 2016. 360 f. Tese (Doutorado em Memória Social)-Universidade Federal do Estado do Rio de Janeiro, Rio de Janeiro.||http://hdl.handle.net/unirio/11543",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Sousa, Alzivane Ramos de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Uma análise discursiva de cartas e manifestos indígenas,2016,Universidade Federal de Roraima (UFRR),UFRR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Análise do discurso||Índios||Discurso indígena||Cartas/ Manifestos indígenas||Discourse analysis||Indians||Indigenous discourse||Letters/ Manifestos indians||CNPQ::LINGUISTICA, LETRAS E ARTES",Não informado pela instituição,por,"This research aims to reflect on the meaning (re)production that the Indians build for themselves. The corpus consists of three letters and two online movement manifests. These texts, dating from 2012 and 2013 are presented on behalf of an indigenous collectivity. The theoretical assumptions that support this paper are those based on French Discourse Analysis (AD), according to the Michel Pêcheux‟s propositions. In order to contemplate the objective of this work, it is kept as an analytical focus some linguistic marks: the first plural person, some denominations and determinations and certain verbs and phrasal verbs. The effects of meanings produced by the Indians for themselves are marked by the difference and separation between Indians and non-Indians. They are directions which reserve the indigenous diversity and point the Indians as combative, in confrontation with the state and with some segments of society. It was possible to observe the relations established between two subject-positions (subject-positions 1, Indian helplessness and subject-position 2, Indian resistance) constituted in the same discursive formation.","SOUSA, Alzivane Ramos de. Uma análise discursiva de cartas e manifestos indígenas. 2016. 123f. Dissertação (Mestrado em Letras) - Programa de Pós-Graduação em Letras, Universidade Federal de Roraima, Boa Vista, 2016.||http://repositorio.ufrr.br:8080/jspui/handle/prefix/448",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Souza Júnior, Ângelo Aparecido de",Não informado pela instituição,"Sola, Fernanda||Não informado pela instituição",http://lattes.cnpq.br/2265749626773521||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A Convenção nº 169 da Organização Internacional do Trabalho sobre direitos indígenas e sua (in)aplicabilidade no território brasileiro,2016,Universidade Federal de São Carlos (UFSCAR),UFSCAR,Não informado pela instituição,Não informado pela instituição,Programa de Pós-Graduação em Sustentabilidade na Gestão Ambiental - PPGSGA-So,OUTROS,openAccess,masterThesis,"Índios - estatuto legal, leis etc.||Indians - Legal status, laws, etc||Direito indígena||Estatuto do índio||Princípio da alteridade",Indigenous rights||Statute of the indigenous people||Principle of alterity,por,"The Brazilian Federal Constitution of 1988 brought great changes concerning the treatment of indigenous peoples, especially the principle of alterity, reflecting on the right for the indigenous people to be different, as well as the issues on indigenous lands, which have some of very own institutes, diverse from Brazilian Civilian Law. However, it has not always been this way. Brazil has been through many legislation evolutions until we reached the current moment, when the integrationist idea relating the indigenous people to the local society has lost its power and has now disappeared, after the 1988 Constitution. We started with the investigation of the existence or not of an indigenous estate inside the Brazilian territory before the European colonization that justifies the primary rights to the lands that they traditionally occupy, provided by our Federal Constitution. To corroborate the need for a better protection to the indigenous people, we studied the International Conventions, which were held around this subject, especially the ones edited by the International Labour Organization (ILO), which asks for a detailed analysis on the organization and its juridical capacity of International Law to be part of a treaty. Therefore, considering the referred International Conventions endorsed by Brazil, we could observe the concern in the International scenery about the indigenous people. Notwithstanding the endorsement by Brazil, it is necessary to analyze the process of internalization of these, considering the dualist and unitary tendencies; the status of these conventions when they get to Brazil; and the eventuality of some constitutional habit. We also searched in the infra-constitutional legislation, if it presents any irregular habit with the Federal Constitution and if they contribute to a better perception of the importance of the protection of the indigenous peoples as a mechanism of preservation of the social organization, customs, languages, beliefs and traditions of these peoples.",https://repositorio.ufscar.br/handle/20.500.14289/8525,Não informado pela instituição,Não informado pela instituição,"SOUZA JÚNIOR, Ângelo Aparecido de. A Convenção nº 169 da Organização Internacional do Trabalho sobre direitos indígenas e sua (in)aplicabilidade no território brasileiro. 2016. Dissertação (Mestrado em Sustentabilidade na Gestão Ambiental) – Universidade Federal de São Carlos, Sorocaba, 2016. Disponível em: https://repositorio.ufscar.br/handle/20.500.14289/8525."
"Mesquita, Alexsandro Cosmo de",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4408520T3,"Hessel, Ana Maria Di Grado||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"E o verbo se fez digital: uma narrativa sobre cultura indígena, tecnologia e formação",2016,Pontifícia Universidade Católica de São Paulo (PUC-SP),PUC_SP,Brasil,Faculdade de Ciências Exatas e Tecnologia,Programa de Estudos Pós-Graduados em Tecnologias da Inteligência e Design Digital,CNPQ::ENGENHARIAS,openAccess,masterThesis,Cultura indígena||Índios - Inclusão digital||Tecnologia da comunicação||Indigenous culture||Indians - Digital inclusion||Communication technology,Não informado pela instituição,por,"The theme of this research is the indigenous technology and identity, which aimed to detect aspects perceived in the building of the indigenous communities, during a training experience that can help in understanding the role of communication technology for these communities. The method chosen was that of action research, because this enabled the researcher to become a social practitioner, performing actions in order to provide improvements in the environment in which it was inserted, and watch him and record his experience in a diary board. The topic treated in the theoretical framework is related to construction concepts and loss of indigenous identity, rescue me, rights and access to technology. The study was conducted during a training indigenous communities, in order to develop action plans in Earth Posts project. Some elements of the narrative, recorded during the training process, such as physical contact, conducting training workshops and contact with the reality experienced by indigenous communities in the Northeast, which the author had contact, were analyzed and interpreted in the Johari's. In conclusion, the training process was evaluated in the researcher's view, in the light of aspects of indigenous identity, in addition, put in relief the important role of communication technology for these communities in contemporary society",https://tede2.pucsp.br/handle/handle/18937,Não informado pela instituição,Não informado pela instituição,"Mesquita, Alexsandro Cosmo de. E o verbo se fez digital: uma narrativa sobre cultura indígena, tecnologia e formação. 2016. 199 f. Dissertação (Mestrado em Tecnologias da Inteligência e Design Digital) - Programa de Estudos Pós-Graduados em Tecnologias da Inteligência e Design Digital, Pontifícia Universidade Católica de São Paulo, São Paulo, 2016."
"Fattori, Roberta Maria",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4836404Z1,"Horvath Júnior, Miguel||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A proteção social dos povos indígenas: um olhar especial à proteção da maternidade,2016,Pontifícia Universidade Católica de São Paulo (PUC-SP),PUC_SP,Brasil,Faculdade de Direito,Programa de Estudos Pós-Graduados em Direito,CNPQ::CIENCIAS SOCIAIS APLICADAS::DIREITO,openAccess,masterThesis,Proteção social||Soberania do Estado||Direitos dos Índios,Social protection||State sovereignty||Rights of indians,por,"This dissertation work has as main objective the identification of protective guardianship and autonomy of indigenous peoples present in the Federal Constitution of 1988 and the infra-constitutional norms and international standards. To this end, part of the detailed research on Social Rights and historic legislation on the rights of Brazilian Indians, from the colonial period to the enactment of the current Constitution. That way, followed by the study of state sovereignty on indigenous peoples, focusing on the controversy regarding the reception of the figure the government framework to the Indians by the current Constitution as well as the social security system, especially Social Security Social, using as a model the wage maternity benefit the least Indian of sixteen",https://tede2.pucsp.br/handle/handle/19073,Não informado pela instituição,Não informado pela instituição,"Fattori, Roberta Maria. A proteção social dos povos indígenas: um olhar especial à proteção da maternidade. 2016. 141 f. Dissertação (Mestrado em Direito) - Programa de Estudos Pós-Graduados em Direito, Pontifícia Universidade Católica de São Paulo, São Paulo, 2016."
"Rosa, Roberta Cristina Silva da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Os índios brasileiros e o Serviço de Proteção aos Índios: a atuação de Lyrio Arlindo do Vale (1942-1945),2016,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Service Indians||Indigenous Policy||Identity||Representation||Lyrio Arlindo do Vale Protection||Serviço de Proteção aos Índios||Política indigenista||Representação||Identidade||CIENCIAS HUMANAS::HISTORIA::HISTORIA DO BRASIL,Não informado pela instituição,por,"Lyrio Arlindo do Vale, cacique dos índios Tembé, cidadão civilizado, protetor dos povos indígenas do Brasil, crítico às ações do Serviço de Proteção aos Índios, buscou inserir se nos padrões “racionais” e modernos da sociedade brasileira. Entre os anos de 1942 a 1945, período aqui analisado, Lyrio do Vale tentou se destacar na política indigenista do governo do Presidente Getúlio Vargas, destacando suas qualidades de índio civilizado, o desejo dos indígenas em contribuir com o progresso da nação através do trabalho, e denunciando as ações dos agentes indigenistas. O Serviço de Proteção aos Índios se dividia entre localizar os povos indígenas, sedentarizá-los e incorporá-los na sociedade como trabalhadores nacionais. Quando Lyrio do Vale passou a ser percebido como diferente, sua identidade indígena passou a ser contestada pelo SPI, que não compreendia que um sujeito pode ter mais de uma identidade. Este trabalho busca analisar a cultura política do Serviço de Proteção aos Índios, as estratégias políticas construídas por Lyrio Arlindo do Vale, bem como a construção da identidade e as representações de poder desse sujeito e os confrontos entre as formas de pensar de Lyrio e o projeto do Serviço de Proteção aos Índios.","ROSA, Roberta C. S. Os índios brasileiros e o Serviço de Proteção aos Índios: a atuação de Lyrio Arlindo do Vale (1942-1945). Dissertação (Mestrado em História) – Instituto de Filosofia e Ciências Sociais, Universidade do Estado do Rio de Janeiro, 2016.||http://www.bdtd.uerj.br/handle/1/18183",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Silva, Fábia Pereira da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"A organização prosódica do yaathe, a língua do povo fulni-ô",2016,Universidade Federal de Alagoas (UFAL),UFAL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,"Linguas indigenas - Brasil||Índios da América do Sul - Brasil - Línguas||Análise prosódica (Linguística)||Indian languages - Brazil||Indians of South America - Brazil - Languages||Prosodic analysis (Linguistics)||CNPQ::LINGUISTICA, LETRAS E ARTES::LINGUISTICA",Não informado pela instituição,por,"This thesis presents an analysis of the prosodic hierarchy in Yaathe, a Brazilian indigenous language, aiming at defining and delimiting its prosodic units. The analysis is based on a previously proposed theoretical approach. While the phonological word is discussed in much more details here, the other units were also described and analyzed, resulting in a full description of prosodic organization of the language language. The primary data used for analysis and formulation of hypotheses come from the database Brazilian Indigenous Language Documentation Project Yaathe (Fulni-ô). These data were collected between 2011 and 2013, respecting all standards proposed by international databases. As a theoretical support, we lean on Prosodical Phonology, proposed by Nespor and Vogel (1986), which is a theory of organization of the utterance into phonological units, hierarchically arranged. This model conceives speech as represented by a system in which each constituent of the hierarchy acts as context to application of rules and specific phonological processes. The work is organized in four sections: section 1, in which we present an outline of the phonology and grammar of the language, considering the pre-existing works, mainly Costa (1999), Cabral (2009) and Silva (2011); section 2, in which we delimit the prosodic constituent metrical foot in order to define the accent on Yaathe, describing how syllabic units are arranged to form metrical feet, watching the accentual prominence in the lexicon. We analyze the verb and name classes, once the other language words, generally behave in prosodic terms, sometimes as verbs or as names; section 3, in which we specifically define the phonological word in that language, noting some criteria that can allow the definition of phonological word in one language, specifically pause, accent and phonological processes; and section 4, in which we treat the units above the phonological word in terms of prosodical hierarchy: the phonological phrase, the intonation phrase and phonological utterance, describing some aspects of these units. To define the phonological phrase mostly used the break (whether or not), the accent and phonological processes such as compensatory stretching, melting and falling vowels vowels. To define the phonological phrase, we used the criteria break (whether or not), accent and phonological processes such as compensatory lengthening, merge and drop of vowels. At first, we delimited syntactic phrase unit. For that, we analyzed the following phrases: noun phrase, verb phrase and postpositional phrase. We take as the basis for our analysis of speech already defined in previous work (Costa, 1999) and applied the selected criteria to establish the boundaries of a phonological word in the language. Again, the two largest classes, noun and verb, stood out deserving a more detailed description, since its constituency in grammatical terms, it is more complex than the others, and appear to be the classes that allow themselves to be set more clearly. The main results were the definition of the stress pattern, the separation of elements that were considered part of a grammatical word into independent phonological word, organizational aspects of words in phonological phrases and some evidence of the existence of higher-level units, the phrase intonation and phonological utterance. Theoretically and methodologically, the investigation also allows us to make some reflections that are presented in the final considerations.","SILVA, Fábia Pereira da. A organização prosódica do yaathe, a língua do povo fulni-ô. 2016. 189 f. Tese (Doutorado em Letras: Linguística) – Faculdade de Letras, Programa de Pós Graduação em Letras e Linguística, Universidade Federal de Alagoas, Maceió, 2016.||http://www.repositorio.ufal.br/handle/riufal/2138",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"BRITO, Tamires Batista Andrade Veloso de.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Memórias: o despertar pelos encantos de uma “identidade adormecida” e as mobilizações territoriais pelos Tupinambá de Olivença (Ilhéus/BA).,2016,Universidade Federal de Campina Grande (UFCG),UFCG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Povos indígenas||Índios||Tupinambá de Olivença - BA||Identidade indígena||Identidade Tupinambá||Tupinambás - índios||Mobilizações territoriais||Memórias orais||Caboclo Marcellino José Alves - indígena||Resistência indígena||Territórios indígenas||Terra indígena Tupinambá||Indian people||Indians||Tupinambá from Olivença - BA||Indigenous identity||Tupinambá Identity||Tupinambás - Indians||Territorial mobilizations||Oral memoirs||Caboclo Marcellino José Alves - indigenous||Indigenous resistance||Indigenous territories||Tupinambá Indigenous Land||História,Não informado pela instituição,por,"Nesse estudo, a partir das memórias orais e escritas e, ainda, fontes bibliográficas, buscamos discutir como ocorreram as mobilizações dos Tupinambá de Olivença no Sul da Bahia pela permanência no território que ocupam e seus desdobramentos: representações identitárias produzidas e ações coletivas de lideranças e caciques, com destaque para o período entre 1920- 30, no qual foi atuante um ícone na história dos Tupinambá, o “caboclo” Marcellino José Alves. Analisamos as práticas de retomadas identitárias pelos Tupinambá de Olivença a partir de discursos de (não) pertencimento; problematizamos as representações identitárias indígenas construídas no decorrer do processo histórico de reconhecimento étnico-territorial e permanência na TI, enquanto práticas de mobilizações e de produção histórica em oposição ao esquecimento produzido hegemonicamente; e discutimos a experiência de litígios e a atuação de lideranças e caciques. Assim, consideramos algumas representações do passado no presente vivido pelos Tupinambá de Olivença, apoiados nas memórias e oralidades expressas nas visões sobre como os Encantados, as principais entidades sagradas na cosmologia Tupinambá, sinalizaram para o momento de despertar a “identidade adormecida”.","http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/28365||BRITO, Tamires Batista Andrade Veloso de. Memórias: o despertar pelos encantos de uma “identidade adormecida” e as mobilizações territoriais pelos Tupinambá de Olivença (Ilhéus/BA). 2016. 112f. (Dissertação de Mestrado), Programa de Pós-graduação em História, Centro de Humanidades, Universidade Federal de Campina Grande – Campina Grande - Paraíba - Brasil, 2016. Disponível em: http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/28365",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Ferreira, Ana Cláudia de Souza",http://lattes.cnpq.br/7980087682324866,"Moreira, Vania Maria Losada||Não informado pela instituição",Não informado pela instituição,"Moreira, Vania Maria Losada||Mattos, Izabel Missagia de||Freire, José Ribamar Bessa||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,"Caminhos, mudanças, alianças e resistências indígenas: identidade e territorialidade dos índios da Aldeia de Itaguaí – Século XIX.",2016,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Ciências Humanas e Sociais,Programa de Pós-Graduação em História,História,openAccess,masterThesis,Aldeia de Itaguaí||século XIX||invisibilidade||visíveis||registros paroquiais,Itaguai Village||nineteenth century||invisibility||visible||parish registers,por,"Este trabalho pretende contribuir para a compreensão da história do Aldeia de São Francisco de Itaguaí no século XIX. Propõe-se a discutir e problematizar o suposto processo de extinção da Aldeia de Itaguaí defendido pelo discurso de determinadas autoridades políticas e intelectuais, que argumentavam acerca da “mistura” e “degradação” dos grupos indígenas. Pretende também demonstrar que este discurso intensificava a expropriação das terras indígenas e desconstruía o direito deles às mesmas. Dessa forma, os índios passaram a ser tratados como se não existissem, intensificando um viés discursivo da “invisibilidade” e/ou do “desaparecimento”. Em Itaguaí, o aldeamento passou por sucessivas tentativas de extinção, ao mesmo tempo que os índios continuaram resistindo e construindo diferentes modos de permanecer com suas terras, mesmo depois da elevação de Itaguaí à Vila, em 1818, ou da declaração de extinção da Aldeia de Itaguaí, em 1834. Apesar do quadro político e social cada vez menos favorável aos índios, fontes como correspondências, requerimentos, ofícios, portarias, planta corográfica e mapa populacional da aldeia indicam que, embora o aldeamento tenha sido declarado extinto por autoridades locais, os índios reconheciam seu território como “Aldeia”, ao mesmo tempo em que eram reconhecidos por outros moradores como índios aldeados na região. Ainda na década de 1850 e 1860, como demonstramos neste estudo, os índios continuavam possuindo terras na região e construindo um espaço sociocultural e político, onde interagiam com a sociedade local e faziam escolhas, negociações e resistiam aos processos de expropriação territorial. Com este estudo, procuramos desconstruir a ideia de que os índios desapareceram, a partir da suposta extinção do aldeamento de 1834, tornando-os “visíveis” por meio da pesquisa em fontes históricas ainda pouco visitadas pela história dos índios no que se refere ao Rio de Janeiro, como os registros de batismo, de óbito e inventários. Também pesquisamos os registros paroquiais de terras.",https://rima.ufrrj.br/jspui/handle/20.500.14407/13973,Não informado pela instituição,Não informado pela instituição,"FERREIRA, Ana Cláudia de Souza. Caminhos, mudanças, alianças e resistências indígenas: identidade e territorialidade dos índios da Aldeia de Itaguaí - Século XIX. 2016. 132 f. Dissertação (Mestrado em História). Instituto de Ciências Humanas e Sociais, Universidade Federal Rural do Rio de Janeiro. Seropédica, RJ, 2016."
"Cruz, Aldrin da Costa",http://lattes.cnpq.br/9302207603410597,"Trinchão, Glaúcia Maria Costa||Não informado pela instituição",http://lattes.cnpq.br/9270635173528305||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,O índio no livro didático de história e a (des)construção de representações pelo professor indígena Pataxó,2016,Universidade Estadual de Feira de Santana (UEFS),UEFS,Brasil,DEPARTAMENTO DE EDUCAÇÃO,Mestrado Acadêmico em Educação,CIENCIAS HUMANAS::EDUCACAO||HISTORIA::HISTORIA DO BRASIL,openAccess,masterThesis,Escola indígena||Livro didático de História||Professor Pataxó||Imagens||Discursos||Representações,School indigenous||Didactic book of history||Teacher pataxó||Images||Representation,por,"This essay presentes the results of some research, which has the object of studying an indigenous teacher and his discursive perspective about the didactic book of history it was atmed at identifying more specifically how this teacher brings into pieces the representations of the indian in the didactic book of history. The authors of this text were four teachers who have been teaching or taught the subject of history at the Indigendus School of Pataxó Coroa Vermelha – Red Crown located in the country of Santa Cruz de Cabrália in the south of Bahia. Having the accomplishment of this investigation done in this aforementioned school was necessary to obtain the altogether authorization as the followed: from the chief of the village Coroa Vermelha Red Crown, from the direction of the body of teachers who was investigated, from National Foundation of Indian (FUNAI) as well as the Committee of Ethics and Research Involved with Humanbeings (CEP), from the University of the State of Feira de Santana (UEFS). This piece of research is about the representation of the Indians cantained in the didactic book of History also contemplating the specifications of the book of the grade school witch was adapted by the school among others indicated by the government. Besides, the analysis of texts and the images presented in one of the chapters mentioned in the book which particularly deals with the indigenous peoples. This piece of reseach was of qualitative nature and having the interview semistructered as the main instruments of collecting the data, furthermore the verbal texts and imagery presented in the didactic book. The data were analyzed from the theoreticalmethodological perspective of the analysis of the images it was verified that although the chapter of the book analyzed and used by the teachers in their work the material brings along some advancements in relation to the thematic of the book contains images and verbal texts with stereotyped representations about the Indians. We could find the indigenous teachers put together in a critical way the representations and verbal speeches and imagery contained in the didactic book among many factors in themselves. We quote: the preservation of their traditions costums and cultural in heritance, the use of specific didactic materials from their culture and the technological Resources available in the school due to continued academic background as well as the knowledge of specific legislation aiming at education of the Indians among others. The indian peoples acquire each day more knowledge about their rights and personalized education and education also surpasses the planning of specific and didactic books whest quality fits the maximum of the culture of the indigenous peoples. This piece of research contributes to rethink the distortions that are still present in the didactic book of history related to the images and verbal texts about the Indians considered in its most important aspects the discursive perspective of the indigenous teachers in the context of the school of Pataxó. This points out the necessity of re evaluating the didactic books produced with the participation or even the striking direction of the Indians taking into account the view of the diversity of specificity and the rich variety of the culture of indigenous peoples of pataxó.",http://localhost:8080/tede/handle/tede/429,Não informado pela instituição,Não informado pela instituição,"CRUZ, Aldrin da Costa. O índio no livro didático de história e a (des)construção de representações pelo professor indígena Pataxó. 2016. 191 f. Dissertação (Mestrado Acadêmico em Educação) - Universidade Estadual de Feira de Santana, Feira de Santana, 2016."
