Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Bronze, Adrielma Nunes Ferreira",http://lattes.cnpq.br/0062100725291889,"Benevenuto, Monica Aparecida Del Rio||Não informado pela instituição",http://lattes.cnpq.br/8157644491604380||Não informado pela instituição,"Benevenuto, Monica Aparecida Del Rio||Oliveira, Lia Maria Teixeira de||Cantuária, Patrick de Castro||Toscano, Mábia Nunes||Não informado pela instituição",http://lattes.cnpq.br/8157644491604380||http://lattes.cnpq.br/1917858404070055||http://lattes.cnpq.br/0936816000933677||http://lattes.cnpq.br/8238636520223260||Não informado pela instituição,"Educação do campo, empreendedorismo social e desenvolvimento local: o caso da escola estadual quilombola José Bonifácio do Curiaú/AP",2022,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Desenvolvimento Local||Educação Quilombola||Projeto Pedagógico,Local Development||Quilombola Education||Pedagogical Project,por,"Esta pesquisa foi realizada na Escola Estadual Quilombola José Bonifácio, localizada na Cidade de Macapá, Quilombo do Curiaú, juntamente com gestores e professores da escola. Utilizou -se uma abordagem qualitativa e recorreu-se ao estudo de caso como tipo de pesquisa. Buscou-se identificar, entre as ações dessa escola do campo, aquelas que dialoguem com o Empreendedorismo Social, analisando sua contribuição para o fortalecimento do desenvolvimento local. Os resultados revelaram que, os projetos implementados pela escola, contribuem para o fortalecimento da comunidade do Curiaú, através do desenvolvimento do capital humano e social. A escola reconhece a importância de promover iniciativas que agreguem valor social e gerem impacto na melhoria de vida das pessoas, contribuindo para um desenvolvimento local sustentável, auxiliando a comunidade Quilombola a manter suas tradições culturais de origem africana, desempenhando atividades de ensino e extensão, bem como promovendo a continuidade dos costumes e conhecimentos quilombolas.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12911,Não informado pela instituição,Não informado pela instituição,"BRONZE, Adrielma Nunes Ferreira. Educação do campo, empreendedorismo social e desenvolvimento local: o caso da escola estadual quilombola José Bonifácio do Curiaú/AP. 2022. 63 f. Dissertação (Mestrado em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2022."
"Oliveira, Cristiano Gomes de",http://lattes.cnpq.br/2274201811970613,"Vianna, Márcio de Albuquerque||Não informado pela instituição",Não informado pela instituição,"Vianna, Márcio de Albuquerque||Fonseca, Lana Claudia de Souza||Benácchio, Rosilda Nascimento||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,Etnomatemática e a educação escolar quilombola na Ilha da Marambaia em Mangaratiba-RJ: conexões entre o artesanato local e a prática escolar,2022,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Educação,Programa de Pós-Graduação em Educação em Ciências e Matemática,Educação||Matemática||Ciências,openAccess,masterThesis,Etnomatemática||Educação Quilombola||Identidade Cultural Local||Decoloniadade,Ethnomathematics||Quilombola Education||Local Cultural Identity||Decoloniality,por,"A pesquisa “Etnomatemática e a Educação Escolar Quilombola na Ilha da Marambaia em Mangaratiba-RJ: Conexões entre o Artesanato Local e a Prática Escolar”, se constitui numa uma investigação qualitativa e apresenta características etnográficas. A fundamentação teórica é baseada na Etnomatemática, Pedagogia Decolonial e a Pedagogia Libertadora. Os métodos e técnicas de pesquisas utilizados foram: as entrevistas semiestruturadas, a observação participante, o diário de campo e a análise documental. O estudo reflete sobre a relação existente entre a valorização dos conhecimentos populares, produzidos pelos remanescentes quilombolas na Ilha da Marambaia por meio do artesanato local, e os conhecimentos acadêmicos, ensinados pela escola. A pesquisa buscou demonstrar que esses conhecimentos podem dialogar entre si. Os argumentos principais são que a valorização de cada um desses saberes, à sua maneira, e a não hierarquização entre eles, pode favorecer e auxiliar o processo de formação da identidade cultural local. As possibilidades de articulação entre as práticas da cultura local e o conhecimento matemático são imensas, porém, é preciso estar disposto a ouvir as vozes, as histórias, as lutas e os sentimentos do grupo com o qual se trabalha. O problema central desta pesquisa se constitui em como a Etnomatemática pode contribuir nesse processo, abordando a prática do artesanato, produzido pelos moradores locais, e uma proposta de sequência didática que possibilite aos estudantes a também participarem de um processo investigativo. Por fim, as principais variáveis da pesquisa são identidade, cultura, conhecimentos locais e o artesanato.",https://rima.ufrrj.br/jspui/handle/20.500.14407/14976,Não informado pela instituição,Não informado pela instituição,"OLIVEIRA, Cristiano Gomes de. Etnomatemática e a educação escolar quilombola na Ilha da Marambaia em Mangaratiba-RJ: conexões entre o artesanato local e a prática escolar. 2022. 155 f. Dissertação (Mestrado em Educação em Ciências e Matemática) - Instituto de Educação, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2022."
"Silva, Karollen Lima da",http://lattes.cnpq.br/4505137874868202,"Nascimento, Álvaro Pereira do||Não informado pela instituição",http://lattes.cnpq.br/8828847259602722||Não informado pela instituição,"Nascimento, Álvaro Pereira do||Costa, Carlos Eduardo Coutinho da||Monteiro, Lívia Nascimento||Moraes, Daniela Paiva Yabeta de||Não informado pela instituição",Não informado pela instituição,"Patrimônio cultural, festa e construção identitária: uma análise do processo de certificação quilombola da Comunidade do Barranco de São Benedito (2010-2016)",2020,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Ciências Humanas e Sociais,Programa de Pós-Graduação em História,História,openAccess,masterThesis,Certificação quilombola||Comunidade do Barranco de São Benedito||Festa||Patrimônio cultural negro||Identidade quilombola,Quilombo certification||Festival||Black cultural heritage||Quilombo identity,por,"Nessa pesquisa, pretendemos investigar o processo de certificação do Quilombo Urbano do Barranco de São Benedito, localizado no bairro da Praça 14 de Janeiro, na cidade de Manaus, estado do Amazonas. A comunidade negra se constituiu a partir da migração de maranhenses, dentre eles ex-escravizados que, em fins do século XIX, se deslocaram da cidade de Alcântara, no estado do Maranhão, para a região amazônica. Com a vinda desses grupos negros, foram trazidas suas manifestações culturais e religiosas, sendo o festejo de São Benedito a primeira comemoração realizada por esses sujeitos na cidade manauara. A festa do santo preto tem sido transmitida de geração a geração entre as famílias maranhenses e seus descendentes, e foi um fator essencial para a materialização da sua certificação pela Fundação Cultural Palmares (FCP), no ano de 2014. Durante esse processo, houve a mobilização do patrimônio cultural negro, que permitiu legitimar a identidade quilombola, abrindo caminhos para o reconhecimento do Quilombo do Barranco como Patrimônio Cultural Imaterial do Amazonas, em 2015. Partindo disso, realizaremos uma análise do festejo do santo preto, bem como da certificação quilombola através dos jornais A crítica e Amazonas Em tempo, e incorporaremos, ainda, as etnografias e a cartografia social produzida sobre a comunidade negra, os documentos oficiais e os registros familiares de forma complementar.",https://rima.ufrrj.br/jspui/handle/20.500.14407/13900,Não informado pela instituição,Não informado pela instituição,"SILVA, Karollen Lima da. Patrimônio cultural, festa e construção identitária: uma análise do processo de certificação quilombola da Comunidade do Barranco de São Benedito (2010-2016). 2020. 133 f. Dissertação (Mestrado em História) - Instituto de Ciências Humanas e Sociais, Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, 2020."
"Oliveira, Beatriz Soares da Conceição",http://lattes.cnpq.br/7750821386822867,"Andrade, Elenise Cristina Pires de||Não informado pela instituição",http://lattes.cnpq.br/9746837191444836||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,“Os pássaros têm asas porque elas lhe foram passadas por outros pássaros” - sentidos e cosmopercepções sobre o ser quilombola em Feira de Santana,2022,Universidade Estadual de Feira de Santana (UEFS),UEFS,Brasil,DEPARTAMENTO DE EDUCAÇÃO,Mestrado Acadêmico em Educação,CIENCIAS HUMANAS::EDUCACAO||FUNDAMENTOS DA EDUCACAO::ANTROPOLOGIA EDUCACIONAL||TOPICOS ESPECIFICOS DE EDUCACAO::EDUCACAO EM PERIFERIAS URBANAS,openAccess,masterThesis,Comunidades quilombolas||Cosmopercepções||Ancestralidades||Pertença,Quilombola communities||Cosmo-perceptions||Ancestry||Belonging,por,"This investigation aimed to reflect on the senses and cosmoperceptions about the experience of being a quilombola, from the dialogue with four residents of communities located in the municipality of Feira de Santana. For this, we sought to understand the way these subjects build and think about their belonging in the daily lives of their quilombos. Thus, the concepts of coloniality and its effects on Afro-diasporic populations were discussed based on the readings of Anibal Quijano (1997;2005), Walter Mignolo (2010;2017), Torres Maldonato (2007) and Boaventura de Souza Santos (2010). Also Luis Antônio Simas (2018;2020) and Luiz Rufino (2016;2017;2018;2020) collaborate in this writing, with the understanding that rural black culture is something plastic, shifting, which is made in the breaches of coloniality. Furthermore, I started from the understanding that quilombola communities are constructs of crossroads (MARTINS, 1997;2002), that is, cultural and identity dynamics at the cross. The concept of quilombo was approached here, based on its multiple resignifications, widely discussed by authors from the most diverse fields of study, such as Clóvis Moura (1986; 2001), Neusa Maria Mendes Gusmão (2001), José MaurícioArruti (2002), Richard Price (2000), Kabengele Munanga (1996;2006), among others. In addition to them, other researchers such as Elane Bastos de Souza (2011), Railma dos Santos Souza (2016), Francisca das Virgens Fonseca (2021), Maria Cristina de Jesus Sampaio (2013) and Lívia de Carvalho Mendonça (2014) also helped in the reflection about their traditions, cultures, origins, and the trajectory of their residents. The research, inserted in the field of Education, opted for a qualitative analysis, having as methodological instruments, the conversation, the use of images, documents and journalistic materials, and revealed that the memories constantly erased, shared and remembered also produce the existence of those who collaborate with the investigation. In addition, they also seem to constitute themselves as quilombolas, among other elements, also from the reaction, tactics and responses to the dynamics of exclusion. The present investigation did not aim to exhaust the theme, opening, instead, new possibilities to think about quilombola experiences and daily life, marked by specificities, but also by tensions, which involve from generational issues, to the difficulties and constant need of the struggle in maintenance and acquisition of rights.",http://tede2.uefs.br:8080/handle/tede/1527,Não informado pela instituição,Não informado pela instituição,"OLIVEIRA, Beatriz Soares da Conceição. “Os pássaros têm asas porque elas lhe foram passadas por outros pássaros” - sentidos e cosmopercepções sobre o ser quilombola em Feira de Santana. 2022.120f. Dissertação (Mestrado Acadêmico em Educação) - Universidade Estadual de Feira de Santana, Feira de Santana, 2022."
"Silva, Maria Isabel Cabral da",http://lattes.cnpq.br/8210947163902790,"Marques, Sônia Maria dos Santos||Não informado pela instituição",http://lattes.cnpq.br/8726117539132816||Não informado pela instituição,"Marques, Sônia Maria dos Santos||Roesch, Isabel Cristina Correa||Comar, Sueli Ribeiro||Ferreira, Antônio||Não informado pela instituição",http://lattes.cnpq.br/8726117539132816||http://lattes.cnpq.br/1091493875996988||http://lattes.cnpq.br/6006133117596626||http://lattes.cnpq.br/2968081306195477||Não informado pela instituição,A intergeracionalidade quilombola: o caso da comunidade Adelaide Maria Trindade Batista em Palmas - PR,2021,Universidade Estadual do Oeste do Paraná (UNIOESTE),UNIOESTE,Brasil,Centro de Ciências Humanas,Programa de Pós-Graduação em Educação,FUNDAMENTOS DA EDUCACAO::SOCIOLOGIA DA EDUCACAO,openAccess,masterThesis,Intergeracionalidade||Quilombolas||Liderança de mulheres,Intergeracionality||Quilombolas||Women leadership,por,"The dissertation The quilombola intergeracionality: the case of Adelaide Maria Trindade Batista in Palmas - PR presents the narrative of the quilombolas women, pervaded by the cultural historicity of the comunnity reffered. For this purpose, we defined as a general obejective: the cultural markers that are used to define the quilombola women identity among the different genarations. We selected the following specific objectives: to identify how the societal bond is produced among the community women in different generations; to comprehend the relations between different forms of knowledge for the testimony women; to know the speech about being a quilombola into circulation in the community. The research issue was the questioning: How the women intergeracionality relations are established among them in the Adelaide Maria Trindade Batista Comunnity? From this inquiry the research issues were demarcated: How the societal bonds are produced among women in the community? Which are the knowledge forms that circulate in the community and that subjectivate the interviewed women? Which are the speeches about the quilombola person that is the greatest power of subjectivation between the testimonies group? The theoretical and methodological foundation that orientated the research were the contributiions of authors like Ramos (2015), Mattos (2004), Silva (2018), Geertz (1989), Bauer (2002), Santos (2005), among others, that helped to understand the studied phenomenon. It is a qualitative work, which we used the methodological procedure of the Cultural Studies in the ethnographic modality in order to respond the investigation purposes. The writting denoument occured from narrative interviews with five quilombola women, with the purpose of analizing the relations among the different knowledge forms, the social bonds estabelished by those women and the speech about being a quilombola into circulation in Adelaide Maria Trindade Batista quilombola community. The interviews showed how much these women seek out for visibility and respect, taking all the responsability of the community cultural memory maintenance.",https://tede.unioeste.br/handle/tede/5837,Não informado pela instituição,Não informado pela instituição,"SILVA, Maria Isabel Cabral da. A intergeracionalidade quilombola: o caso da comunidade Adelaide Maria Trindade Batista em Palmas - PR. 2021. 104 f. Dissertação (Mestrado em Educação) - Universidade Estadual do Oeste do Paraná, Francisco Beltrão."
"Corrêa, Raimundo Nonato Duarte",http://lattes.cnpq.br/1364549821012134,"Fleck, Gilmei Francisco||Não informado pela instituição",Não informado pela instituição,"Fleck, Gilmei Francisco||Corbari, Clarice Cristina||Sales, Laurenia Souto||Lopez, Cristian Javier||Não informado pela instituição",Não informado pela instituição,Representações de quilombos e quilombolas na literatura infantil e juvenil brasileira: formação de leitores no Ensino Fundamental – anos finais.,2023,Universidade Estadual do Oeste do Paraná (UNIOESTE),UNIOESTE,Brasil,"Centro de Educação, Comunicação e Artes",Programa de Pós-Graduação em Letras - Mestrado Profissional,LINGUAGENS E LETRAMENTO,openAccess,masterThesis,Formação do Leitor Literário||Literatura Híbrida de História e Ficção||Oficina Literária Temática||Quilombos e Quilombolas,Formación del lector literario||Literatura híbrida de historia y ficción||aller Literario Temático||Quilombos y quilombolas,por,"En esta disertación, proponemos una práctica de lectura literaria sistematizada, dirigida a la formación del lector literario, a través de narrativas híbridas de historia y ficción que replantean la historia, la cultura y la identidad de los quilombolas. Esta práctica se organiza bajo la forma de un Taller Literario Temático para estudiantes de 8º año de la Enseñanza Fundamental, especialmente en las escuelas de quilombos, para potenciar la identidad de los estudiantes. Presentamos las posibles resignificaciones de quilombos y quilombolas presentes en la literatura infantil y juvenil brasileña, amalgamadas con otras textualidades que posibilitan una formación lectora integral del sujeto. Frente a este tema, surge nuestra pregunta básica: ¿Cómo pueden los profesores de lengua portuguesa de las escuelas de los quilombos, a través del texto literario, más específicamente las narrativas híbridas de historia y ficción, proporcionar a sus estudiantes un encuentro con las resignificaciones de los quilombos y las quilombolas en literatura? Pretendemos, por tanto, por un lado, mostrar ejemplos de prácticas de lectura de narrativas híbridas de historia y ficción y otras artes a alumnos de 8º grado, a través de un Taller Literario Temático, y, por otro lado, facilitar a profesores de la Enseñanza Fundamental – últimos años – el acceso a un conjunto de procedimientos metodológicos, didácticos y analíticos destinados a la formación de lectores literarios en la Enseñanza Fundamental. Realizamos una investigación bibliográfica y documental que busca poner en valor la axiología de los quilombolas a través de la amalgama de varias textualidades significativas para ellos, reunidas en temas que los llevan a reflexionar sobre sus orígenes y los enfrentamientos que vivieron en sus antecedentes. Esta investigación se presenta bajo una perspectiva propositiva, en el que se sugieren acciones para paliar los problemas encontrados en el aula. Como base teórica, recurrimos a autores que se ocupan de la enseñanza de la lectura, como Martins (1994) y Koch y Elías (2017). Para la organización del Taller Literario Temático, buscamos los estudios de Zucki (2015), Santos (2018), Sant’Ana (2019), Souza (2019) y Fant (2021). En cuanto a la literatura híbrida de historia y ficción, destacamos los presupuestos de Coelho (2010), Luft (2011) y Fleck (2017a). En cuanto a la concepción de quilombo, buscamos las reflexiones de Souza (2012), Mattos (2012) y Rocha (2018). La realización de esta investigación permitió concebir que una educación centrada en el conocimiento de la cultura local, que respeta los valores y fortalece el interés de los estudiantes en participar en actividades de lectura, es una acción posible para los profesores de Lengua Portuguesa con la implementación de Talleres Literarios Temáticos. Esta metodología ayuda a los estudiantes a aprender a leer de forma significativa y a interesarse por los contenidos impartidos, para asociarlos a su realidad, historia y cultura.",https://tede.unioeste.br/handle/tede/6675,Não informado pela instituição,Não informado pela instituição,"Corrêa, Raimundo Nonato Duarte. Representações de quilombos e quilombolas na literatura infantil e juvenil brasileira: formação de leitores no Ensino Fundamental – anos finais.. 2023. 78 f. Dissertação( Mestrado em Letras - Mestrado Profissional) - Universidade Estadual do Oeste do Paraná, Cascavel."
"Silva, Bruno Nicanor da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Configurações dos territórios de observação dos estudos em saúde com populações quilombolas: uma experiência de redireção cartográfica.,2023,Universidade Católica de Pelotas (UCPEL),UCPEL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,método; quilombolas; ciências da saúde||method; quilombolas; health sciences||CIENCIAS SOCIAIS APLICADAS,Não informado pela instituição,por,"Os textos produzidos nesta dissertação abordam a tentativa de fazer uma pesquisa de campo numa comunidade quilombola em Canguçu/RS, sendo o trabalho redirecionada a partir de acontecimentos que foram acolhidos e trabalhados a partir de pistas do método cartográfico. Foram trazidas reflexões sobre a prática de pesquisa, tendo preocupação de apontar para relevos considerados marcantes na paisagem acadêmica, analisando e contextualizando algumas abordagens, ao passo em que se constrói questionamentos, argumentos e dizibilidades – maneiras de se dizer algo - sobre os territórios, seja ele o próprio território de onde se observa, ou o território observado numa pesquisa.","Silva, Bruno Nicanor da. Configurações dos territórios de observação dos estudos em saúde com populações quilombolas: uma experiência de redireção cartográfica.. 2023. 73 f. Dissertação( Programa de Pós-Graduação em Politica Social) - Universidade Católica de Pelotas, Pelotas .||http://tede.ucpel.edu.br:8080/jspui/handle/jspui/1017",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Neia, Luiz dos Santos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Comunidade Quilombola Água Limpa, em Faina-GO : as folias de Santos Reis e São João Batista como fortalecimento sociocultural e (re)existência",2020,Universidade Estadual de Goiás (UEG),UEG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Comunidade Quilombola Água Limpa||Desterritorialização||Reterritorialização||Folia de São João Batista||Folia de Santos Reis||Quilombola Community Água Limpa||Deterritorialization||Reterritorialization||Saint John Baptist Whoopees||The Three Wise Men Whoopees||CIENCIAS HUMANAS::GEOGRAFIA,Não informado pela instituição,por,"O período escravocrata acomodou os pretos escravizados no lugar central de reprodução do sistema colonial de exploração. Como reações à condição de escravos, iniciaram-se as revoltas e a formação das comunidades quilombolas, as quais se originaram, em sua maioria, de duas maneiras: da fuga de escravos individuais ou em grupos, e da compra de terras por negros alforriados. A pesquisa possui grande relevância ao examinar a organização da Comunidade Quilombola Água Limpa, no município de Faina-GO, enquanto grupo social, pela identidade cultural, tradição e costumes seculares dos quilombolas na manutenção e na preservação do modo de vida camponês, dos saberes e práticas sobre o Cerrado, dos rituais das Folias de São João Batista e Santos Reis preservados. O objetivo desta pesquisa foi compreender a identidade quilombola e as relações da religião e da religiosidade na manutenção do território, a partir da preservação das tradições das Folias de Santos Reis e de São João Batista, na Comunidade Quilombola Água Limpa, como estratégias de permanência no e do território. As informações e conteúdos coletados foram possíveis através dos levantamentos e leituras bibliográficas para compreender as relações e os conceitos de Comunidades Tradicionais, Comunidade Quilombola, Territorialização, Desterritorialização Reterritorialização e Manifestações Culturais Tradicionais. Nas visitas a campo, foram realizadas, entrevistas e observações, com intuito de entender a dinâmica das folias e da comunidade, documentação fotográfica, vídeos e áudios, e também foi utilizado mapa para localizar a área de estudo. Por conta das tensões impostas pelo agronegócio e a ausência de políticas públicas que lhes são de direito, entre as décadas de 1990 e 2010, houve intenso processo de desterritorialização de famílias da comunidade e reterritorialização em áreas urbanas dos municípios vizinhos, em sua maioria na cidade de Goiás. No entanto, foi estabelecida como estratégia de resistência e permanência no campo a fé nos santos, sobretudo São João Batista e nos Santos Reis, padroeiros da daquela comunidade, fator que faz com que os moradores continuem a organizar as folias todos os anos, tradição que se arrasta por gerações e possibilita a manutenção da fé entre os moradores da comunidade e dos que moram em municípios vizinhos.","NEIA, Luiz dos Santos. Comunidade Quilombola Água Limpa, em Faina-GO: as folias de Santos Reis e São João Batista como fortalecimento sociocultural e (re)existência. 2020. 159 f. Dissertação (Mestrado em Geografia) – Câmpus Cora Coralina, Universidade Estadual de Goiás, Goiás, GO, 2020.||http://www.bdtd.ueg.br/handle/tede/1275",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Nascimento, Karla Teixeira de Aguiar",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Quilombolizar Kalunga : de pesquisados a pesquisadores,2023,Universidade Estadual de Goiás (UEG),UEG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Território||Luta e re-existência quilombola||Quilombolizar Kalunga||Educação||Territorio||Lucha y reexistencia quilombola||Quilombolizando Kalunga||Educación||CIENCIAS HUMANAS::GEOGRAFIA||GEOGRAFIA::GEOGRAFIA HUMANA,Não informado pela instituição,por,"A presente pesquisa se ancora no léxico quilombolizar, o qual tem base teórica-conceitual e epistêmica na Geografia popular, pensada a partir de uma práxis decolonial e contra hegemônica. Nesse sentido, a proposta elegeu como parceiros/as da análise a comunidade quilombola Kalunga de Cavalcante (Go), que contribuiu na compreensão do processo de autoafirmação étnica do povo Kalunga, a começar pela luta da titulação do território, ao acesso a políticas públicas de direito, como a educação, que aqui é vista como um instrumento de luta popular para a consolidação de territorialidades. O enredo parte da inquietação trazida por Lima (2012), que afirma que o principal motivo que levava o Kalunga a se reconhecer como tal era a necessidade de acesso ao território. Diante disso, atualmente, sob resquícios das pressões de um governo neoliberal, o que contribui para a autoafirmação ética do/a Kalunga? À luz desse contexto, analisou-se a trajetória do Kalunga desde a luta e re-existência para a regularização do território à conquista de outras territorialidades como a universidade na perspectiva do protagonismo diante da trajetória – pesquisados/as a pesquisadores/as. Assim, a pesquisa se justifica por ser uma ferramenta de reforço da luta do movimento quilombola, da luta e reexistência Kalunga, que aponta os desafios e os meandros das conquistas obtidas como coletivo e como sujeitos. Nesse sentido sua importância está no diálogo tecido para compreender os anseios do povo para assim traçar um panorama futuro, que está ancorado na ancestralidade, na coletividade e no simbólico. Como a análise parte da categoria território, a pesquisa perpassa pela base teórica consolidada por Karl Marx (2016), Rechus (2002), Raffestin (1993), Souza (2015), Haesbaert (2004). Além disso, para se aproximar da leitura territorial popular, latina, dialogou-se com as propostas de Walsh e Salazar (2015), Quijano (2005), Grosfoguel (2010), Fanon (2022), Fals Borda (1978), Mignolo (2008), Porto-Gonçalves (2002) e Saquet (2022). A base teórica permeou por toda a trajetória de escrita, assim autores como Nascimento (1978), Moura (1992), Ratts (2007), Munanga (1994), Maria Beatriz Nascimento (1989) sustentaram o diálogo que parte do quilombo, enquanto seu histórico em Goiás foi abordado com o auxílio da escrita de Silva (2003), Palacin (1997), Costa (2013), Salles (1992), além de Dias (2019), Cunha (2018 e 2020), Silva (2012), Gomes (2003), Rosa (2016), Santos (2021) que contribuíram na tecitura a partir da educação. Além do levantamento teórico e documental, o trabalho de campo se fez imprescindível e teve aprovação do Comitê de Ética da Universidade Estadual de Goiás em março de 2022. Por se tratar de uma pesquisa qualitativa, adentrou-se no território, tateando a realidade dos participantes (Alentejano e Rocha-Leão, 2006). Assim, usou-se do trabalho de campo para compreensão das particularidades (Marafon, 2009) que envolvem a comunidade quilombola de Cavalcante (GO). Para apresentar o efeito esperado da pesquisa, o campo foi pensado através do uso das técnicas metodológicas, logo, utilizou-se de rodas de conversa, como o suporte de Moura e Lima (2014) e Lisbôa (2019). Fez-se o uso de entrevistas estruturadas e questionários amparados por Chizzotti (2009). Além disso, os registros fotográficos (Frasson (2021), também foram fundamentais para revelar a realidade abordada. Contudo, através da organização dos quatro capítulos, propõe -se um conceito pautado na luta quilombola, e uma reflexão sobre a potencialidade do uso do termo na e pela Geografia, bem como na luta e re-existência quilombola Kalunga.","NASCIMENTO, Karla Teixeira de Aguiar. Quilombolizar Kalunga : de pesquisados a pesquisadores. 2023. 168 f. Dissertação (Mestrado em Geografia) – Câmpus Cora Coralina, Universidade Estadual de Goiás, Goiás, GO, 2023.||http://www.bdtd.ueg.br/handle/tede/1435",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Taffarel, Lidiane",Não informado pela instituição,"Fraga, Gerson Wasen||Não informado pela instituição",Não informado pela instituição,"Moreira, Paulo Roberto Staudt||Miskiw, Antonio Marcos||Vicenzi, Renilda||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,"Invernada dos negros/Campos Novos-SC: um movimento rural quilombola, 2003-2015",2020,Universidade Federal Fronteira do Sul (UFFS),UFFS,Brasil,Campus Chapecó,Programa de Pós-Graduação em História,Não informado pela instituição,openAccess,masterThesis,História do Brasil||Quilombos||Negros||Grupos étnicos||Políticas públicas,Não informado pela instituição,por,"Na Invernada dos Negros, localizada entre Campos Novos e Abdon Batista/ SC, os moradores se reconhecem pelos laços de parentesco, por serem descendentes de africanos escravizados, bem como, pela ligação que possuem com o território deixado em testamento pelo fazendeiro Matheus José de Souza e Oliveira aos seus escravos e libertos em 1877. Ao longo do tempo, diante das condições em que viviam, sem acesso a políticas públicas, e sem conhecimento da lei, os descendentes dos legatários foram perdendo as terras, até que em 2003 foi criada a Associação Remanescente de Quilombo Invernada dos Negros (ARQIN). A pesquisa que desenvolvemos, portanto, tem como objetivo geral compreender a partir da criação e funcionamento dessa associação a atuação do Movimento Negro Quilombola em Campos Novos, no período de 2003 a 2015. Com isso analisamos a luta pela terra e garantia de direitos dessa população, a eficácia das políticas públicas desenvolvidas na comunidade e a influência do movimento para que os descendentes de legatários da Invernada dos Negros se reconhecessem como quilombolas. Para tanto, utilizamos como fontes: jornais, atas da associação, atas de audiências públicas, laudo antropológico elaborado pelo NUER/UFSC e documentários sobre a comunidade. O presente trabalho dialoga com a Antropologia e está inserido no campo da História Social do Pós-Abolição, bem como trata-se de História do Tempo Presente.",https://rd.uffs.edu.br/handle/prefix/3820,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
