Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Salum, Tania Gisela Biberg",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Saúde ocular na população indígena Kadiwéu do Mato Grosso do Sul,2012,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Epidemiologia||Epidemiology||Eye Diseases||Indians||Indigenous Health||Índios Sul-Americanos||Oftalmopatias||Políticas Públicas||Public Policies||Saúde Indígena||South American,Não informado pela instituição,por,"OBJETIVO: O perfil epidemiológico dos povos indígenas no Brasil ainda não é suficientemente conhecido, principalmente no que se refere aos aspectos oftalmológicos das etnias residentes na região Centro-Oeste. Sendo assim, o objetivo do presente estudo foi conhecer as condições de saúde ocular da população indígena Kadiwéu, que habita as aldeias da serra Bodoquena, no Mato Grosso do Sul. MÉTODO: Foi conduzida uma pesquisa observacional, transversal e descritiva, desenvolvida na Aldeia Alves de Barros, na Serra da Bodoquena, no município de Porto Murtinho, Mato Grosso do Sul. Foram sujeitos da pesquisa 193 índios de um total estimado de 1.197. RESULTADOS: Da amostra avaliada, 74,9% apresentaram acuidade visual maior ou igual a 0,8. Dentre as ametropias, a hipermetropia foi o achado mais comum (9,3%) e a miopia o menos comum (2%). Dentre os achados da conjuntiva, a melanose e o pterígio foram os mais frequentes, com porcentagens de 25,4 e 14,7, respectivamente; em relação à avaliação das pálpebras, o achado mais comum foi a dermatocálase, com frequência de 4,5%. Quanto à córnea, encontraram-se casos de leucoma (n=4) relacionados a trauma ocular e uma suspeita de ceratocone; opacificação de cristalino foi observada em 5,6% dos indígenas avaliados e um caso de coloboma de íris foi verificado. Apenas um dos avaliados apresentou estrabismo convergente e um estrabismo divergente e não foram observados casos de hipertensão ocular ou glaucoma. Nenhum caso de discromatopsia foi encontrado. CONCLUSÃO: Pode-se concluir que os indígenas desta etnia apresentam, na sua maioria, boas condições oculares, com acuidade visual >=0,8, tendo apresentado, como alterações mais comuns, melanose da conjuntiva, pterígio, opacificação do cristalino, dermatocalaze e sequelas de traumatismos. A hipermetropia foi a ametropia mais comum (9,3%) e a miopia a menos comum (2%)",http://www.teses.usp.br/teses/disponiveis/17/17150/tde-21072016-110349/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Santos, Fabricio Lyrio",Não informado pela instituição,"Souza, Evergton Sales||Santos, Zulmira Coelho||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Da catequese à civilização: colonização e povos indígenas na Bahia (1750-1800),2012,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Jesuítas||Índios||Catequese||Aldeias||Século XVIII||Vilas||Civilização||Jesuits||Indians||Catechesis||Villages||18th century,Não informado pela instituição,por,315f.,http://www.repositorio.ufba.br/ri/handle/ri/11613,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Santos, Kléber Rodrigues",http://lattes.cnpq.br/8325474405349873,"Freitas, Itamar||Não informado pela instituição",http://lattes.cnpq.br/5606084251637102||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Representações sobre indígenas em textos escritos e imagéticos de livros didáticos de história do Brasil (1920/2010),2012,Universidade Federal de Sergipe (UFS),UFS,Não informado pela instituição,Não informado pela instituição,Pós-Graduação em Educação,CNPQ::CIENCIAS HUMANAS::EDUCACAO,openAccess,masterThesis,Livros didáticos||Índios||Historiografia||Índios - Estudo e ensino,Historiography||Indians||Textbooks,por,"Esta dissertação tem como objetivo dar a conhecer as mudanças e permanências nas representações sobre povos indígenas veiculadas pelos livros didáticos de História do Brasil, produzidos entre 1920 e 2000. A abordagem privilegia o exame de textos escritos e textos imagéticos mais recorrentes nos livros didáticos, que são comparados às teses sobre indígenas veiculadas tanto na literatura historiográfica de síntese, quanto em dois exemplares da pintura histórica de Victor Meirelles. A pesquisa buscou, sobretudo, identificar as aproximações e distanciamentos entre as representações dos livros didáticos e as teses da historiografia de síntese, como também verificar os usos que são feitos de uma mesma imagem ao longo de nove décadas.",https://ri.ufs.br/handle/riufs/4854,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Brandelli, Clara Lia Costa",Não informado pela instituição,"Macedo, Alexandre José||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Plantas medicinais do sistema tradicional indígena mbyá-guarani : avaliação das atividades antibiótica, antibiofilme e anti-trichomonas vaginalis",2012,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Etnofarmacologia : Brasil||Biofilmes bacterianos||Plantas medicinais indígenas||Índios mbyá-guarani||Atividade anti-Trichomonas vaginalis||Trichomonas vaginalis||Klebsiella pneumoniae,Indian ethnopharmacology||Mbyá-Guarani||Medicinal plants||Bacterial biofilms||Klebsiella pneumoniae carbapenemase-producing isolates||Trichomonas vaginalis,por,"As plantas são amplamente reconhecidas como a principal fonte da maioria dos novos medicamentos, sendo historicamente utilizadas no tratamento e prevenção de doenças. Neste sentido, selecionar plantas usadas tradicionalmente contra doenças infecciosas pode ser uma excelente estratégia para a investigação de novos agentes antimicrobianos, uma vez que os compostos de origem natural fornecem um elevado número de estruturas interessantes. Neste contexto, o objetivo deste trabalho foi buscar e investigar plantas utilizadas no tratamento de doenças infecciosas por indígenas Mbyá-Guarani - Lomba do Pinheiro, Porto Alegre. Foram avaliadas as atividades antibiótica e antibiofilme contra Pseudomonas aeruginosa ATCC 27853, Staphylococcus epidermidis ATCC 35984 e isolados clínicos multirresistentes produtores de Klebsiella pneumoniae carbapenemase (KPC). Ainda, a atividade antiTrichomonas vaginalis contra isolados padrões e frescos foi determinada. A triagem dos extratos aquosos revelou que Campomanesia xanthocarpa, Maytenus ilicifolia, Bidens pilosa e Verbena sp. apresentaram importantes atividades antibióticas e antibiofilme contra os patógenos testados. O extrato hidroalcoólico de Luehea divaricata, permitiu somente 26,9% e 10,5% de formação de biofilme de P. aeruginosa e S. epidermidis, respectivamente, evidenciado por cinética de crescimento e microscopia eletrônica de varredura. Os extratos aquosos de Verbena sp. e C. xanthocarpa demonstraram uma forte atividade anti-T. vaginalis, com 100% de morte dos trofozoítos na concentração inibitória mínima de 4,0 mg/mL após 4 h de incubação. Os extratos aquosos de Verbena sp. e C. xanthocarpa e o hidroalcoólico de L. divaricata não apresentaram atividade hemolítica contra eritrócitos humanos. Os resultados obtidos confirmam que a sabedoria indígena auxilia no direcionamento da escolha por plantas para a avaliação de atividades biológicas, representando um promissor suporte na pesquisa por agentes antimicrobianos.",http://hdl.handle.net/10183/194567,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Printes, Rafaela Biehl",Não informado pela instituição,"Coelho-de-Souza, Gabriela||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Gestão territorial e ambiental : contribuições de um emergente debate para a afirmação dos territórios sociais indígenas,2012,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Desenvolvimento social||Territorialidade||População indígena||Gestão territorial||Gestão ambiental||Índios,Indian social territories||Territorial management||Environmental management||Public policy||Inter-scientificity||Management scales,por,"Historicamente o território indígena no Brasil foi expropriado, sendo que apenas no século XX houve o reconhecimento aos indígenas à manutenção de sua cultura e de seus territórios. Essa conquista foi fruto dos movimentos indígena, indigenista e socioambientalista, os quais vêm atuando na legitimação dos territórios sociais indígenas. Na Amazônia Legal (AL), as demandas indígenas e da conservação da biodiversidade convergiram, facilitando o processo de demarcação das Terras Indígenas (TIs), o que resultou na concentração de 94,67% da extensão de TIs do país no bioma, destinadas a 60% da população indígena. Na AL, as complexas necessidades indígenas em seus territórios se voltaram à sustentabilidade das TIs, suscitando, desde a década de 1990, iniciativas de gestão territorial e ambiental. Desse processo se desencadeou a construção da Política Nacional de Gestão Territorial e Ambiental de Terras Indígenas (PNGATI), a partir da atuação conjunta entre Organizações Indígenas (OIs), Ministério do Meio Ambiente (MMA) e Ministério da Justiça (MJ), representado pela Fundação Nacional do Índio (FUNAI). Nesse contexto, essa dissertação objetivou compreender as concepções de gestão territorial e ambiental que embasam a PNGATI e a influência desta política na afirmação dos territórios sociais indígenas. Desdobram-se os objetivos específicos: a) caracterizar o processo de emergência, proposição e implementação da PNGATI; b) identificar as concepções de gestão territorial e ambiental que a fundamentam; c) analisar a influência da PNGATI, em seus diferentes níveis de gestão, na afirmação dos territórios sociais indígenas. Realizou-se uma pesquisa de abordagem qualitativa, a partir das técnicas de pesquisa bibliográfica e documental, observação dos espaços públicos, realização de 8 entrevistas semiestruturadas, com indígenas e não indígenas participantes da construção da PNGATI e implementação do Projeto de Gestão Territorial e Ambiental Indígena (Projeto GATI), e a pesquisa participante sobre a atuação da FUNAI no processo. Os dados foram analisados por meio da análise de conteúdo. A emergência da PNGATI esteve vinculada à demanda de se criar na estrutura do Estado um programa de gestão territorial e ambiental permanente que atuasse de modo transversal no atendimento das complexas problemáticas que afligem os territórios indígenas. Esses problemas de ordem territorial, ambiental, cultural, social, econômico, da saúde e da educação foram sistematizados na Minuta de Decreto da PNGATI, que em 2012 estava em vias de ser promulgada. As proposições dessa política estão sendo implementadas pelo Projeto GATI em 32 Áreas de Referência, propondo como principal instrumento de gestão a elaboração dos Planos de Gestão. Verifica-se que as concepções de gestão territorial e ambiental que movem esse debate não se dão prioritariamente no nível conceitual, mas sim em uma disputa que relaciona gestão territorial à autonomia e autodeterminação indígena em seus territórios e a gestão ambiental à conservação da biodiversidade e dos recursos naturais, como objetivo primordial. No nível internacional o Projeto GATI, é apoiado técnica e financeiramente por órgãos de cooperação internacional cujas motivações remontam as convenções firmadas na Rio 92, como a Convenção da Diversidade Biológica e Convenção-Quadro das Nações Unidas sobre Mudanças Climáticas. No nível nacional são executores o MMA, FUNAI e OIs, cujo papel centra-se na articulação com instituições nos níveis estadual e local. A garantia da autonomia indígena na gestão dos seus territórios está presente na PNGATI que tem suas diretrizes calcadas no protagonismo, governança indígena e em relações intercientíficas, sendo as trocas de saberes entre indígenas e não indígenas a base para uma efetiva gestão, auxiliando na afirmação dos territórios sociais indígenas. Porém, o Projeto GATI, enquanto um piloto para instituir a política possui um viés conservacionista que pode influenciar nos rumos da gestão de TIs e na própria interpretação e implementação da PNGATI. Entende-se que a construção desta política socioambientalista, até o momento, contribuiu para a afirmação dos territórios sociais indígenas na medida em que possibilitou, através de um diálogo intersetorial, a construção de uma política pública abrangente com a capacidade de incorporar as demandas dos povos indígenas de diferentes contextos territoriais no Brasil.",http://hdl.handle.net/10183/87325,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Silva, Talita Façanha da",http://lattes.cnpq.br/2413274825271462,"Zwetsch, Roberto Ervino||Não informado pela instituição",http://lattes.cnpq.br/8795910334550225||Não informado pela instituição,"Paixão, Márcia Eliane Leindcker da||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/6024105249647787||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição,Espiritualidade indígena: um estudo bibliográfico da tribo Wari (Pacaás Nova) no município de Guajará-Mirim-Rondônia,2012,Faculdades EST,EST,BR,Teologia,Programa de Teologia,CNPQ::CIENCIAS HUMANAS::TEOLOGIA,openAccess,masterThesis,Espiritualidade||Religião||Religião indígena||Índios Pacaás Nova||ÉTICA E GESTÃO,Spirituality||Religion||Indigenous religion||New Pacaás Indians,por,"This research presents a bibliographical study regarding the spirituality of the indigenous Native-Americans, the Wari Pacaás, located in the city of Guajará-Mirim, in the state of Rondônia. The research will address the history of this people culture, spiritual locations and ritual practices of ancient customs. The practice of funerary cannibalism was very strong; the Wari Pacaás Nova did this ritual to preserve the memories of their ancestors. In their ancient traditions, the Wari Indians had a strong connection with nature, however, one of the factors that most influenced their beliefs was the arrival of Christian missionaries. When these missionaries arrived, they began the process of converting the Wari to Catholicism. The process of converting the Wari took a long time. At the time the Wari Pacaás were very resistant to change, but due to the persistence of the missionaries, the Wari eventually converted; some of the Natives came believe in the God of the missionaries. The missionaries said that the processes of the shaman rituals in curing some diseases were of evil nature. To the Wari, the shaman was a represented by the spirits of ancestors or animals - the Wari believed that these spirits came to heal or reveal something. This briefing is intended to demonstrate the strength of the Wari in the context of Indian spirituality as a factor integrating the culture and life of these peoples.",http://dspace.est.edu.br:8080/xmlui/handle/BR-SlFE/418,Não informado pela instituição,Não informado pela instituição,"SILVA, Talita Façanha da. Espiritualidade indígena: um estudo bibliográfico da tribo Wari (Pacaás Nova) no município de Guajará-Mirim-Rondônia. 2012. 52 f. Dissertação (Mestrado em Teologia) - Faculdades EST, São Leopoldo, 2012."
"Feijó, Julianne Holder da Camara Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A questão do petróleo em terras indígenas: uma análise constitucional à luz do desenvolvimento sustentável,2012,Universidade Federal do Rio Grande do Norte (UFRN),UFRN,BR,Constituição e Garantias de Direitos,Programa de Pós-Graduação em Direito,CNPQ::CIENCIAS SOCIAIS APLICADAS::DIREITO,openAccess,masterThesis,Índios||Estado constitucional||Indústria do petróleo||Desenvolvimento sustentável,Indians||Constitutional state||The oil industry||Sustainable development,por,"Recognizing the need to preserve a national ethnic minority, the Constitution, inspired by the pluralistic values of the Constitutional Law State, stipulated a series of rights and guarantees for the conservation of indigenous cultural singularity, disciplining in article 231 the Indians right to maintain their social organization, customs, languages, beliefs and traditions, as well as safeguarding the rights to the lands they traditionally occupy, and the exclusive use of the wealth existing in them, premise of ensuring their physical and cultural continuity, breaking decisively with the paradigm the assimilation of the Indian national civilization. However, despite the Indian policy of ethnic and cultural preservation, the Constitution allowed the exploitation of minerals in aboriginal territory, incorporated herein hydrocarbons, provided they meet certain predetermined requirements, leaving it to the legislature the discipline of ordinary matter. However, this law has not yet been published, with some projects in the National Congress, leaving thus precluding the indigenous subsurface oil exploration until the enactment of enabling legislation. Meanwhile, this paper carries out an integrated analysis of the constitutional protection of ethnic and cultural uniqueness of indigenous peoples, Convention Nº 169 of the International Labour Organization and the bill presented by Deputy Eduardo Valverde, in an attempt to consolidate sustainable development practices in the sector, through developing a system of social and environmental responsible oil exploration, aligning with national energy needs to maintain a balanced environment and preservation of socio-cultural organization of a minority so weakened and beaten over five centuries of domination",https://repositorio.ufrn.br/jspui/handle/123456789/13939,Não informado pela instituição,Não informado pela instituição,"FEIJÓ, Julianne Holder da Camara Silva. A questão do petróleo em terras indígenas: uma análise constitucional à luz do desenvolvimento sustentável. 2012. 154 f. Dissertação (Mestrado em Constituição e Garantias de Direitos) - Universidade Federal do Rio Grande do Norte, Natal, 2012."
"Alves, Mário Ribeiro",Não informado pela instituição,"Santos, Reinaldo Souza dos||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Dinâmica espacial da malária em terras indígenas da região Amazônica,2012,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,"O presente estudo procurou descrever a epidemiologia da malária em aldeias indígenas da Região Amazônica brasileira com base na análise espacial, discutindo aspectos epidemiológicos associados às unidades de análise entre 2003 e 2009. Foram utilizadas quatro unidades geográficas de análise, organizadas segundo extensão territorial: Amazônia Legal, Bacias Hidrográficas, Unidades Federativas e Sub-Bacias Hidrográficas. Foram registrados 202.254 casos de malária na Região Amazônica durante o período, com um IPA para o período de 92,22. O maior IPA (115,01) foi observado em 2007. O sexo masculino apresentou a maior quantidade de casos (55,27%). A faixa etária de 0 a 9 anos foi a mais acometida, representando 81.140 registros. Plamodium vivax foi identificado como agente em 157.931 registros de casos (78,08% do total de casos) e P. falciparum em 41.900 (20,72%). Foi observada maior quantidade de registros na Bacia Hidrográfica do Rio Amazonas (190.339, 94,12% do total) e o maior IPA para o período (172,96) foi observado nas Bacias Costeiras do Norte. Quanto às Unidades Federativas, 120.344 casos foram registrados no estado do Amazonas (59,5% do total). O maior valor do IPA durante todo o período (303,18) foi registrado no Amapá em 2009. Com relação às Sub-Bacias, o maior IPA para todo o período foi observado na Sub-Bacia do Rio Tapajós (237,27) e o maior IPA foi observado na Sub-Bacia do Rio Nhamundá (344,71) em 2006. Destaca-se que as SubBacias Hidrográfica apresentaram-se como melhor unidade de análise, revelando diferenças nos IPAs não observadas nas outras unidades geográficas.",https://www.arca.fiocruz.br/handle/icict/24708,Não informado pela instituição,Não informado pela instituição,"ALVES, Mário Ribeiro. Dinâmica espacial da malária em terras indígenas da região Amazônica. 2012. 87 f. Dissertação (Mestrado em Epidemiologia em Saúde Pública) - Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz, Rio de Janeiro, 2012."
"Alves, Caroline Gava",Não informado pela instituição,"Basta, Paulo Cesar||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Perfil de nascidos vivos e mortalidade infantil de Rondônia, com base nos dados provenientes do SINASC e do SIM, com enfoque na população indígena, 2006-2009",2012,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,"Introdução: Nas últimas três décadas, a população indígena brasileira vem passando por um intenso processo de transição epidemiológica. Além da redução na taxa de mortalidade infantil (TMI) e da emergência de doenças crônicas não transmissíveis em tempos recentes, persistem no cenário epidemiológico altas cargas de doenças infecciosas e parasitárias e elevadas taxas de fecundidade. A despeito das mudanças, a TMI permanece elevada quando comparada com outros segmentos da população brasileira. Objetivos: Analisar o perfil de nascidos vivos e a mortalidade infantil da população indígena de Rondônia, de forma comparativa com outras categorias de raça/cor, no período de 2006-2009, com base nos dados do Sistema de Informação sobre Nascidos Vivos (SINASC) e do Sistema de Informação de Mortalidade (SIM). Métodos: Foi realizado estudo epidemiológico retrospectivo analítico, no qual se analisou as variáveis relativas à mãe, à gestação, ao parto, ao recémnascido (SINASC) e ao óbito em menores de um ano (SIM). Além disso, foram realizadas análises multivariadas (regressão logística) para identificar fatores associados com o baixo peso ao nascer (BPN) e a anomalia congênita (AC). Resultados: Houve 101.412 nascimentos no período, sendo que os indígenas representaram 1,3% dos registros no SINASC. A variável raça/cor não foi preenchida em apenas 2.074 dos registros (2,0%). Houve maior concentração de mães adolescentes (33%), mulheres sem nenhuma escolaridade (16%), com maior paridade (18,5% com 5 ou mais filhos), menor realização de pré-natal (56,5%, de 0 a 3 consultas) e maior proporção de partos fora do hospital (10%) entre as indígenas. Nas crianças indígenas foi detectada também a maior proporção de BPN (7,5%) e as maiores TMI (45,98/1.000) quando comparadas como outras categorias de raça/cor. Grande proporção dos óbitos infantis em indígenas foi atribuída, em conjunto, às causas mal definidas, às doenças infecciosas e parasitárias, às infecções respiratórias e à desnutrição (30%). As variáveis Apgar 5º minuto (asfixia grave) e idade da mãe maior que 40 anos mostraram-se associadas ao BPN e às anomalias congênitas. Apenas a variável raça/cor parda permaneceu nos modelos ajustados, porém para modelo do BPN a raça/cor indígena manteve uma odds ajustada coerente com a bruta, indicando que os RN indígenas apresentam 20% mais chance de nascerem com baixo peso. Discussão: Por meio desta investigação foi possível conhecer a situação dos nascidos vivos e das gestantes, e revelar expressivas diferenças em relação a algumas variáveis socioeconômicas, além de inequidades no acesso ao sistema de saúde em Rondônia nas distintas categorias de raça/cor.",https://www.arca.fiocruz.br/handle/icict/24692,Não informado pela instituição,Não informado pela instituição,"ALVES, Caroline Gava. Perfil de nascidos vivos e mortalidade infantil de Rondônia, com base nos dados provenientes do SINASC e do SIM, com enfoque na população indígena, 2006-2009. 2012. 76 f. Dissertação (Mestrado em Epidemiologia em Saúde Pública) - Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz, Rio de Janeiro, 2012."
"Mejía, Ernenek, 1980-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"""Estar na cultura"" : os Tupinambá de Olivença e o deafio de uma definição de indianidade no sul da Bahia",2012,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Etnologia||Índios Tupinambá||Indígenas da América do Sul - Bahia||Movimento indígena||Ethnology||Tupinamba Indians||Indians of South America - Bahia - History||Indigenous movement,Não informado pela instituição,por,Orientador: John Manuel Monteiro,"https://hdl.handle.net/20.500.12733/1617710||MEJÍA, Ernenek. ""Estar na cultura"": os Tupinambá de Olivença e o deafio de uma definição de indianidade no sul da Bahia. 2012. 135 p. Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Filosofia e Ciências Humanas, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/1617710. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
