Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Leguenza, Elinton Luiz",Não informado pela instituição,"Scarpa, Paulo Cesar do Nascimento||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Influência do negro de carbono (carbon black) nas propriedades dielétricas do polietileno envelhecido sob radiação UV,1999,Universidade Federal do Paraná (UFPR),UFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Polietileno||Polarização (Fisica nuclear)||Dieletricos||Física,Não informado pela instituição,por,Orientador: Paulo C. N. Scarpa,https://hdl.handle.net/1884/43577,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Giugno, Davi",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"""Estrelas compactas e buracos negros - um estudo comparativo de propriedades físicas e de modos quasi-normais""",2006,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Black Holes||Buracos Negros||Estrelas de Nêutrons||Neutron Stars||Relatividade(Física)||Relativity(Physics),Não informado pela instituição,por,"Este trabalho visa o estudo das perturbações de sistemas gravitacionais altamente compactos, como buracos negros e estrelas de nêutrons e de quarks. As perturbações em questão podem ser de diversas naturezas (escalar, eletromagnética ou gravitacional), sendo que detivemo-nos mais atentamente naquelas de natureza gravitacional, pois estas têm despertado mais interesse por serem astronomicamente mais fáceis de detectar. Além de estudarmos tais perturbações, procedemos a uma comparação dos resultados para buracos negros, estrelas de nêutrons e de quarks. Tal comparação justifica-se pelo fato de que a confrontação de previsões teóricas com resultados experimentais pode ajudar-nos a identificar objetos astronômicos de interesse, distingüi-los e, no caso de estrelas, aprender algo sobre sua estrutura interna, particularmente sobre a equação de estado (EDE) do fluido estelar. No que se segue, dividimos o trabalho em sete partes. Em primeiro lugar, damos uma introdução bastante sucinta ao mesmo (Capítulo 1). Depois, falamos sobre a física de estrelas de nêutrons e de quarks (Capítulo 2). A seguir, fazemos um estudo comparativo dos dois tipos de estrelas (Capítulo 3). Mais adiante, discutimos as perturbações de diversos tipos, além de definir os MQNs (Modos Quasi-Normais) de buracos negros de Schwarzschild (Capítulo 4). Prosseguimos a discussão com a métrica de Reissner-Nordström-de Sitter (Capítulo 5) e introduzimos, na seqüência, os MQNs estelares, de forma muito breve (Capítulo 6). Por fim, apresentamos nossas conclusões (Capítulo 7). A parte inédita deste trabalho está concentrada nos capítulos 5 e 6, os quatro anteriores servindo de preparativo e de base comparativa para estes dois.",http://www.teses.usp.br/teses/disponiveis/43/43134/tde-05102006-011806/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Mendes, Carlos Molina",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Propagação de campos em buracos negros esféricos,2003,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Black Holes||Buracos Negros||Gravitação||Gravitational||Propagação de Campos||Propagation Field,Não informado pela instituição,por,"O estudo de perturbações em buracos negros tem sido um campo de pesquisa ativo nas últimas décadas, levando a importantes contribuições para o entendimento da física de corpos compactos em geral. Para o caso de geometrias esféricas assintoticamente planas quadridimensionais, existe um panorama muito bem delineadi para a dinâmica de diversos campos de interesse. A introdução de uma constante cosmológica nas equações de Eisntein muda o caráter assintótico das soluções tipo buraco negro e neste caso, muito menos é conhecido. No trabalho desenvolvido nesta tese abordamos alguns aspectos da propagação de campos em geometrias esféricas assintoticamente de Sitter e anti-de Sitter, considerando inclusive geometrias com dimensão maios que quatro. No regime quase extremo a dinâmica é mais simples. Neste caso, são obtidas expressões analíticas para os potenciais efetivos e para os modos quase-normais, caracterizando completamente a dinâmica. Em geral, entretando, somos forçados a recorrer a métodos semi-analíticos e numéricos. Empregamos estes métodos para uma análise ampla da forma de decaimento dos diversos campos. Nossos resultados esboçam um quadro geral bastante coeso em uma grande gama de situações.",http://www.teses.usp.br/teses/disponiveis/43/43134/tde-18072012-110448/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Giugno, Davi",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Buracos negros e termodinâmica,2001,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,black holes||buracos negros||gravitação||gravitation||termodinâmica||thermodynamics,Não informado pela instituição,por,"A finalidade deste trabalho é estabelecer as conexões entre física de buracos negros e termodinâmica, atentando para eventuais semelhanças e diferenças entre ramos aparentemente bem diversos da física moderna. Tais conexões foram inicialmente buscadas e estabelecidas na década de 1970, graças ao trabalho de S. Hawking e Jacob D. Bekenstein, entre outros, e sucessivamente aprofundadas nos anos subseqüentes, notadamente na última década. O mérito maior do primeiro foi estabelecer a emissão de radiação com espectro térmico por buracos negros em geral, mesmo aqueles desprovidos de rotação e carga (buracos negros de Schwarzschild). O segundo encarregou-se de correlacionar leis termodinâmicas clássicas com processos envolvendo buracos negros. Neste trabalho, procuramos inicialmente estudar os buracos negros de Schwarzschild e Kerr-Newman no tocante às suas propriedades gerais, bem como o problema do movimento de partículas nos espaços-tempos em questão, para discutir-se brevemente o problema de extração de energia de buracos negros, como apontado por Penrose e outros. Estabelecidas as propriedades gerais, pode-se enfim derivar a Termodinâmica destes buracos, correlacionando-se entropia e área, e obter expressões para a temperatura de corpo negro dos mesmos - em perfeita consonância com a derivação de Hawking, não abordada aqui, feita através da Teoria Quântica de Campos. Com a temperatura, pode-se estudar as capacidades térmicas, reveladores de propriedades típicas de buracos negros não compartilhadas por sistemas clássicos. A reboque destas, entra a discussão sobre a estabilidade termodinâmica de buracos negros em ensembles canônicos e microcanônicos, através do método das séries lineares, de Poincaré, fechando o presente trabalho. Assim, os capítulos 1 e 2 tratam das soluções de Schwarzschild e Kerr-Newman, respectivamente, abordando-lhes as propriedades gerais e o problema do movimento de partículas, materiais ou não, nessas geometrias. O capítulo 3 estabelece as pontes entre Termodinâmica e buracos negros, sendo crucial para o restante do trabalho. No capítulo 4 estudamos temperaturas e capacidades térmicas de diversos buracos negros, e finalmente no capítulo 5 vem o problema da estabilidade termodinâmica dos buracos negros.",http://www.teses.usp.br/teses/disponiveis/43/43134/tde-01092006-230554/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Soares, Reinaldo da Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Negros de classe média em São Paulo: estilo de vida e identidade negra,2004,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Blacks||Class identity||Classe média||Estilo de vida||Identidade de classe||Identidade racial||Lifestyle||Middle class||Negro||Racial identity,Não informado pela instituição,por,"Este estudo versa sobre os negros das camadas médias paulistanas. Analisa a identidade de classe a partir da autoclassificação e do modo como o conceito de classes sociais é construído pelos interlocutores. A intenção é instituir uma analogia com as categorias elaboradas pelos cientistas sociais. Examina o estilo de vida, utilizando como referência o consumo material e simbólico. Desta forma, busca a especificidade do grupo em relação a gostos e preferências. Problematiza a questão da identidade racial a começar pela auto-identificação quanto à raça e classe, além de analisar quais são os fatores utilizados como referência para a construção da idéia de pertencimento étnico. Investiga as representações sociais dos negros de classe média, isto é, busca compreender como estes percebem a sociedade, a imagem que fazem de si mesmos e como julgam ser avaliados pela sociedade global.",http://www.teses.usp.br/teses/disponiveis/8/8134/tde-11022011-121956/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Cruz, Leonardo Borges da [UNESP]",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Anti-racismo em Marília: trajetórias e perspectivas de luta do movimento negro atual,2006,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Negros - Brasil- Brasil||Negros - Condições sociais||Movimento negro||Black movement,Não informado pela instituição,por,"O movimento negro atualmente tem recebido uma atenção diferente, por parte de intelectuais. As recentes conquistas para a população negra no Brasil são compreendidas, por alguns, como fruto de uma dádiva das elites brasileiras. Esta tese seria sustentada pela idéia de que o movimento negro não tem força suficiente para impor as ações afirmativas no Brasil. Ele seria desordenado, carente de um elemento norteador. Uma prova dessa ineficiência seria a ausência de um movimento negro de massa. Contestando tal tese, esta dissertação de mestrado retoma alguns debates sobre o movimento contestatório dos(as) negros(as) no Brasil. Para tanto, a abordagem diacrônica será utilizada, possibilitando o entendimento da trajetória realizada por esta militância desde o início do século XX. Perceberemos, por meio da aproximação entre o pensamento sociológico e antropológico sobre o tema, que a militância negra antiracista vem abandonando aqueles pressupostos do racialismo, presentes no início do período republicano brasileiro. Em seu lugar, um conjunto de estratégias que visam a conquista da igualdade através do reconhecimento das diferenças entre negros(as) e não-negros(as) é observado. Assim, o Conselho Municipal do Negro de Marília-SP e o Grupo de Educadores Negros de Marília-SP serão estudados como representativos do movimento negro atual. Observamos ainda que a militância negra tem proposto ações afirmativas para negros(as). Isto se tornou possível a partir do momento em que esta militância alterou sua percepção de cultura nacional, de híbrida, para plural. Assim, a perspectiva de luta universalista tem sido substituída pela perspectiva diferencialista. As práticas culturalistas têm perdido espaço entre a militância negra, mesmo porque esta perspectiva de luta não logrou frutos muito positivos aos negros(a)...","CRUZ, Leonardo Borges da. Anti-racismo em Marília: trajetórias e perspectivas de luta do movimento negro atual. 2006. 206 f. Dissertação (mestrado) - Universidade Estadual Paulista, Faculdade de Filosofia e Ciências, 2006.||http://hdl.handle.net/11449/88790||000504075||cruz_lb_me_mar.pdf||33004110042P8||4620683047125316",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Dantas, Paulo Santos",Não informado pela instituição,"Santos, Jocélio Teles dos||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Construção de identidade negra e estratégias de poder: o movimento negro sergipano na década de 1990.,2003,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Sergipe||Movimento negro||Black movement,Não informado pela instituição,por,"Neste trabalho, discuto a construção da identidade negra e estratégias de poder dos movimentos negros em Sergipe na década de 1990. A noção de identidade negra desses movimentos funciona como um instrumento de transformação sócioracial no estado. As ações de militantes e entidades negras sergipanas pretendem se opor à cultura dominante na sociedade sergipana. Ao mesmo tempo, essa identidade se relaciona com outras identidades construídas em outras regiões, das quais se destaca a cidade de Salvador, na Bahia. As estratégias desses movimentos negros ganharam formas que perpassam a sua atuação nos movimentos sociais naquele estado. Essas estratégias alcançaram os meios político-partidários, a partir dos quais os movimentos negros sergipanos reivindicaram e conquistaram uma participação relativa no poder público estatal. Esta pesquisa analisa tanto a forma como a identidade negra sergipana se desenvolve, quanto os investimentos dos movimentos negros locais na participação no poder.",http://www.repositorio.ufba.br/ri/handle/ri/11355,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Casseb, Maria José Bueno [UNESP]",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Vieira e os excluídos do reino de Deus: protestantes, negros e mulheres",2006,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,"Vieira, Antonio, 1608-1697||Sociologia||Exclusão social||Excluídos||Protestantes||Negros||Mulheres||Excluded||Protestants||Blacks||Women",Não informado pela instituição,por,"Este trabalho objetiva uma compreensão da visão de Antônio Vieira em relação a possíveis grupos de excluídos: protestantes, negros e mulheres, pelo viés sócio-histórico, privilegiando a disciplinaridade, devido os vários olhares que o tema Vieira pode proporcionar, seja por sua extensa produção ao longo de quase todo o séc. XVII; pela quantidade de temas tratados em seus discursos e por entender que, ao estudá-lo não se pode desligar a obra do homem, do missionário, do político e do tempo em que viveu. Essa intenção foi possível devido percurso feito pela estudiosa para entender o caminho percorrido por Inácio de Loyola, de forma a captar o contexto da formação da Companhia de Jesus, sua consolidação e aspectos da trajetória do orador desde a sua chegada à Bahia, sua formação jesuíta, sua atuação na Restauraçào do Reino e na época da dominação holandesa no nordeste, nas missões da Amazônia e, consequentemente no final de sua vida na Bahia. A consciência de Vieira em relação ao momento crítico pelo qual passava Portugal; certos insucessos que envolviam a colonização ligados à ineficiente administração e à degeneração dos costumes e abuso de poder, levou-o a dirigir aos seus ouvintes, discursos morais em diversas ocasiões e lugares, com intuito de excluir ou adestrar determinados grupos sem descartar a defesa dos interesses do Estado protuguês através do sistema colonial, via evangelização, sem causar tantos danos aos interesses dos colonos e manter o vasto patrimônio e privilégios da Ordem, praticou em diversos momentos uma política independente em relação à Companhia de Jesus e até em relação ao Estado.","CASSEB, Maria José Bueno. Vieira e os excluídos do reino de Deus: protestantes, negros e mulheres. 2006. 168 f. Tese (doutorado) - Universidade Estadual Paulista, Faculdade de Ciências e Letras, 2006.||http://hdl.handle.net/11449/101329||000464215||casseb_mjb_dr_arafcl.pdf||33004030017P7",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Ferreira, Marcelo Henrique",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"E se o gringo for negão ? Raça, gênero e sexualidade no Rio de Janeiro a experiência de turistas negros norte-americanos",2005,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Sex tourism||Blacks||United States os America||Turismo sexual||Negros||Estados Unidos da América||Raça negra||CNPQ::CIENCIAS DA SAUDE::SAUDE COLETIVA,Não informado pela instituição,por,"O turismo étnico é, hoje, uma das áreas potenciais para o desenvolvimento daatividade turística nacional, quando o histórico interesse de negros norteamericanos pelo Brasil amplia-se via massificação do produto turístico de recorte identitário. Esta dissertação é o resultado da pesquisa realizada com turistas negros norte-americanos no Rio de Janeiro, que aponta para a forma com que estes turistas, enquanto consumidores, influenciam na reorganização do mercado turístico carioca por meio de demandas racializadas. Curiosamente, por trás de tais demandas desvelou-se um fundo político, marcado por papéis de gênero, que fornece instrumentos para o mapeamento inicial do turismo sexual envolvendo aquela população na Cidade Maravilhosa. A pesquisa aponta que este universo está basicamente dividido em dois grupos de turistas: o do turismo étnico , majoritariamente formado por mulheres; e o do turismo sexual , composto, com raras exceções, inteiramente por homens. Esta diferença sugere que a racialização imposta no turismo étnico seja uma exigência das mulheres americanas e indica a preocupação delas em estabelecer identidades e constatar diferenças com os negros em lugares onde eles tenham participado da história, preocupação que não atinge os turistas sexuais"".","FERREIRA, Marcelo Henrique. E se o gringo for negão ? Raça, gênero e sexualidade no Rio de Janeiro a experiência de turistas negros norte-americanos. 2005. 148 f. Dissertação (Mestrado em Ciências Humanas e Saúde; Epidemiologia; Política, Planejamento e Administração em Saúde; Administra) - Universidade do Estado do Rio de Janeiro, Rio de Janeiro, 2005.||http://www.bdtd.uerj.br/handle/1/4126",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Paula, Cláudia Regina de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Trajetórias de Homens Negros no Magistério: experiências narradas,2006,Universidade Federal Fluminense (UFF),UFF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Professor||Condição social||Negro||Identidade racial||Professor negro||Raça||Relações de gênero||Black teacher||Race, Gender a relations||CNPQ::CIENCIAS SOCIAIS APLICADAS::SERVICO SOCIAL",Não informado pela instituição,por,"The present study aims at examining the life histories of black male teachers working in elementary schools. It was developed around the following questions: What´s the black male teacher´s role in an environment predominatly white and feminine such as the schools? How do these professionals side when it comes to questions related to power and domination in the schools´ daily life? Does he reproduce the historical male dominance in his workplace? Are they subject to prejudice and discrimination? How do they deal with such situations? How do they see themselves? Data for the study were collected through inerviews which tried to capture the the elements that influenced his career choices and the character permanent or transitory of such choices. In sum, we tried to understand the making of these men. The methodological approach comprised the use of questionares and interviews. The filed research took place Belfort Roxo city´s public school system. Besides the field research, the dissertation also encompasses theoretical studies about gender, education and racial relations in Brazil.",https://app.uff.br/riuff/handle/1/19190,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
