Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Veiga, Patrícia Regina Vannetti, 1983-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Trançando com os Baniwa : por uma TRANSformAÇÃO de ""nós"", Kariwa",2023,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Educação multicultural||Índios Baniwa - Usos e costumes||Etnologia - América do Sul||Descolonização||Indígenas - Educação||Indígenas da América do Sul - Brasil||Multicultural education||Baníwa Indians - Social life and customs||Ethnology - South American||Decolonization||Indians - Education||Indians of South America - Brazil,Não informado pela instituição,por,"Orientadores: Artionka Manuela Góes Capiberibe, Geraldo Luciano Andrello","https://hdl.handle.net/20.500.12733/10530||VEIGA, Patrícia Regina Vannetti. Trançando com os Baniwa: por uma TRANSformAÇÃO de ""nós"", Kariwa. 2023. 1 recurso online (318 p.) Tese (doutorado) - Universidade Estadual de Campinas, Instituto de Filosofia e Ciências Humanas, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/10530. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Oliveira, Jéssica Rafaella de",Não informado pela instituição,"Duran, Leandro Domingues||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"História indígena de longa duração: um estudo arqueológico na Ilha de Piraçú, médio Rio São Francisco, Orocó – PE",2023,Universidade Federal de Sergipe (UFS),UFS,Não informado pela instituição,Não informado pela instituição,Pós-Graduação em Arqueologia,CIENCIAS HUMANAS::ARQUEOLOGIA::ARQUEOLOGIA HISTORICA,openAccess,doctoralThesis,Arqueologia||História||Cerâmica||Índios Kariri||Levantamentos arqueológicos||Rios,"Archeology||Long term indigenous history||Piraçú Island,",por,"La región del valle de São Francisco ha sido escenario de investigaciones arqueológicas durante décadas, la mayoría de las cuales se han centrado en el estudio de las ocupaciones humanas en el período precolonial en esta región de Brasil. La realización de este estudio ayudó a comprender las ocupaciones humanas existentes en las riberas e islas del curso medio del río São Francisco. Las islas del archipiélago de Orocó, en el interior de Pernambuco, fueron escenario de grandes asentamientos religiosos a mediados de los siglos XVII y XVIII. Algunas de las islas del archipiélago, como las islas de Santa María y São Félix, cuentan con construcciones religiosas que datan del período de contacto entre indígenas y colonizadores y el establecimiento de misiones religiosas en esta región del país. El presente estudio parte especialmente del sitio arqueológico de Piraçú, ubicado en una pequeña isla del archipiélago donde la presencia indígena es marcada desde la época precolonial y comprendida aquí principalmente a través de la cerámica arqueológica. A partir del estudio de la cerámica arqueológica, buscamos comprender las historias indígenas de largo plazo en esta región del Nordeste, con especial dedicación a las historias indígenas de los pueblos Kariri del medio río São Francisco. A través de diálogos con otras áreas del conocimiento, estableciendo un compromiso con la multidisciplinariedad de la ciencia arqueológica, la presente investigación buscó comprender lo que viene a ser la materialidad cerámica de los pueblos Kariri del medio río São Francisco a través de los conjuntos cerámicos identificados en el sitio de Piraçú y en investigaciones realizadas anteriormente en esta misma región del medio río São Francisco. La tesis corrobora la construcción de una arqueología que reconoce el papel indígena en la formación sociocultural del sertão nororiental y su resistencia a la dinámica colonial y al colonialismo.",http://ri.ufs.br/jspui/handle/riufs/17340,Não informado pela instituição,Não informado pela instituição,"OLIVEIRA, Jéssica Rafaella de. História indígena de longa duração: um estudo arqueológico na Ilha de Piraçú, médio Rio São Francisco, Orocó – PE. 2023. 305 f. Tese (Doutorado em Arqueologia) - Campus de Laranjeiras, Universidade Federal de Sergipe, Laranjeiras, 2023."
"Ribeiro, Geisa Müller de Campos",http://lattes.cnpq.br/8381098929874060,"Gomes, Suely Henrique de Aquino||Não informado pela instituição",http://lattes.cnpq.br/3007925506666700||Não informado pela instituição,"Gomes, Suely Henrique de Aquino||Rezende, Laura Vilela Rodrigues||Albagli, Sarita||Santanna, Sérgio Bairon Blanco||Costa, Deyvisson Pereira da",Não informado pela instituição,A produção partilhada do conhecimento na vivência com a comunidade indígena Bororo: princípios para uma ciência cidadã,2023,Universidade Federal de Goiás (UFG),UFG,Brasil,Faculdade de Informação e Comunicação - FIC (RMG),Programa de Pós-graduação em Comunicação (FIC),CIENCIAS SOCIAIS APLICADAS::COMUNICACAO,openAccess,doctoralThesis,Ciência cidadã||Ciência moderna||Ciência aberta||Produção partilhada do conhecimento||Povos indígenas,Citizen science||Modern science||Open science||Shared production of knowledge||Indian people,por,"The research aims to raise, together with the Bororo indigenous peoples and researchers who carry out research/teaching in the Meruri village, the principles present in the dynamics of the shared construction of scientific knowledge. It is intended to identify the dynamics established for the shared production of knowledge; punctuate institutional and territorial tensions and ruptures and what they reveal in the scope of production, legitimation/verification and sharing of the produced knowledge; discuss the communication that is set or that is demanded in the relationship with this group; reflect on the concept and foundations that Citizen Science demands. From a methodological point of view, the research is influenced by decolonial methodologies where the community does not act as an object, but as a subject of knowledge production sharing. It is a context in which there is no single model and normative uses of types of research, as it is an instrument within popular action that takes place in another dimension of time and space, and uses the shared production of knowledge as its foundations. This indigenous group has been demanding cognitive justice and epistemic diversity in science, breaking with scientific endeavors that commit epistemicide. They fight for autonomy to fully exercise their capacities to use, share and create knowledge. In the research, we sought to develop the dialogues in 3 ways: 1. The reception of the community. 2. Sharing of knowledge in loco based on the objectives. 3. Data evaluation: return of knowledge. These steps were the foundations of the research for 14 months (2021/2023). Long individual and group conversations were held. The aim was to overcome some of the limitations of the traditional survey format and let the sharing group tell its own story. That is, who was spoken, assumes the speech in the process. These long conversations are taken as testimony, a broad narrative that considers a person as the bearer of the dimension of their collectivity. Developing the research in a way ofsharing provided the creation of the Bororo indigenous expression “Panure Paeruduwa Maku Puibagi” which is the living/experience itself; communication base between researchers and the Boe and which hasits own sharing economy guided by the idea of exchange. The reflectionsshowed the need to form a language capable of giving meaning to certain abstractions that are part of the local context and that citizen science must pay attention to this activation. In this, there is a withdrawal from the claim of scientific language as unique, universal, towards the understanding that there are “languages” and particular logics, the result of the local context. The concepts presented give us clues to reflect on the construction of the basis of a Citizen Science that breaks with hegemonic universalism and this is a political and emancipatory act; it produces situated knowledge, which comes from a reconstruction of objectivity; brings to the centrality the tension of talking about the object, to talk and produce knowledge With; it does not have ready-made methods, but they are built on the go, together and consistent with situated knowledge; suspends linear time to establish a coexistence with local time; it is intercultural because it allows the coexistence of logics of ethnicity and citizenship in the same social and territorial space; it tensions the locus of knowledge production, but at the same time seeks to create objective conditions for these groups to appropriate the University; and it is not a proprietary science, but one that follows collective criteria and norms. These questions indicate that the citizenship of science finds its maximum expression in the relationship of otherness that requires overcoming the limited and ethnocentric notion of the concept of citizenship. It manifests itself, then, in the recognition of oneself and the other so that there is cognitive justice and the full exercise of citizenship in the scientific field, which for the Boe is to have the autonomy to speak about oneself without the tutelage of anyone. Being a citizen is to be a subject and not an object of research, it is to produce and have your data recognized in the debate and in society's major development strategies.",http://repositorio.bc.ufg.br/tede/handle/tede/12959,Não informado pela instituição,Não informado pela instituição,"RIBEIRO, G. M. C. A produção partilhada do conhecimento na vivência com a comunidade indígena Bororo: princípios para uma ciência cidadã. 2023. 183 f. Tese (Doutorado em Comunicação) - Universidade Federal de Goiás, Goiânia, 2023."
"Chitolina, Valdirene",http://lattes.cnpq.br/0717505291950414,"Ahlert, Jacqueline||Não informado pela instituição",http://lattes.cnpq.br/9750957932305493||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Patrimônio e memória indígena nas escolas públicas do oeste catarinense,2023,Universidade de Passo Fundo (UPF),UPF,Brasil,"Instituto de Humanidades, Ciências, Educação e Criatividade - IHCEC",Programa de Pós-Graduação em História,CIENCIAS HUMANAS::HISTORIA,openAccess,doctoralThesis,Índios - Santa Catarina - História||Escolas públicas||Memória||Patrimônio,Não informado pela instituição,por,"Esta tesis tiene como tema el patrimonio y la memoria indígena en las escuelas públicas del oeste catarinense. Es una respuesta para enfrentar numerosos desafíos en el camino hacia una educación intercultural, antirracista y humanizada. La investigación presenta una sínteses del patrimonio resultante de la larga presencia indígena de esa región. Está basada en los trabajos de investigadores especializados en los cazadores-recolectores, ge meridionales y guaraníes antes de la llegada de los europeos. Asimismo, en la producción bibliográfica acerca de procesos de formación territorial que generalmente invisibilizó la presencia de esos grupos; también en acervos documentales que testimonian parte de su pasado. Y, finalmente, en su representación a libros didácticos de Historia, de Educación Básica. Partiendo de la presencia milenaria de esos grupos em la región, atravesando el proceso colonizador, se indaga cómo el pasado indígena es considerado em los años finales de enseñanza primaria y en la enseñanza media en las escuelas públicas no indígenas de la región Oeste de Santa Catarina. El objetivo es comprender los abordajes dados a la historia indígena de larga duración en el oeste catarinense, observando el pasado en conexión con el presente. Ello, a través de representaciones de la memoria y del patrimonio arqueológico y en libros didácticos sobre pasado y cultura indígena. El estudio se justifica como diagnóstico y propuesta de un abordaje significativo sobre la presencia indígena histórica y sus sentidos, anclada en la memoria, en los vestigios arqueológicos y demás patrimonios de los pueblos originarios. Se destaca que esta es una investigación exploratoria y de campo, con tratamiento cuali-cuantitativo, basada en fuentes documentales, visuales, orales y bibliográficas. Se encontró que la construcción del patrimonio histórico indígena tiene diferentes apropiaciones. En el caso de la región Oeste de Santa Catarina, se ha prestado para cumplir la ley n.º 11.465/2008 pero no es compartido de manera efectiva con el público en general ni en la enseñanza. Muchas veces, la escuela, por razones estructurales que permean las políticas públicas, no trata esa memoria y el patrimonio adecuadamente pues, históricamente, no los considera procedente de sus antepasados directos. Luego, la temática se refiere a poblaciones “diferentes” e incluso, “adversarias”, tradicionalmente miradas con ojos eurocéntricos. De modo general, los profesores tienen nociones científicas limitadas respecto al asunto, y el material didáctico al que acceden no evidencia la complejidad cultural de los pueblos indígenas.",http://tede.upf.br:8080/jspui/handle/tede/2537,Não informado pela instituição,Não informado pela instituição,"CHITOLINA, Valdirene. Patrimônio e memória indígena nas escolas públicas do oeste catarinense. 2023. 397 f. Tese (Doutorado em História) - Universidade de Passo Fundo, Passo Fundo, RS, 2023."
Weslley Antonio Tadeu Monteiro Cantelmo,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Povos indígenas no Brasil: subsunção manchada e insistência reprodutiva,2023,Universidade Federal de Minas Gerais (UFMG),UFMG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Indígenas||Capitalismo||Luta pela terra||Subsunção||Reprodução social||Insistência reprodutiva||Índios||Posse da terra||Capitalismo||Brasil,Não informado pela instituição,por,"The insertion of capitalist relations in Brazil meant for indigenous peoples a new moment of war perpetrated by invaders. The greed for land and territory are important elements of Brazilian-style capitalist reproduction, in a movement of continuous expansion, especially since the Land Law of 1850. Thus, a new dynamic of interethnic relations and clash between different social forms and their mechanisms of reproduction was established. On one side, the totalizing and potentially homogenizing movement of Brazilian capitalism, with its institutional, epistemological, discursive and warlike aspects. On the other, a multiplicity of social forms originating from the continent, in direct and intense contact with the expansive dynamic of capital, seeking to establish what I have understood as reproductive insistence. From the perspective of the ""white society"", the role of the indigenous in the Brazilian capitalist project was to be incorporated, subsumed, as a workforce, rural or urban, under precarious conditions. However, an accurate analysis of history reveals that, despite the evident incorporations and disintegration of various peoples throughout the history of friction, even under very adverse conditions, indigenous social forms find ways to reproduce themselves, more or less intertwined with the surrounding social form and fundamentally pointing to a future. As a way of addressing this history of clash between indigenous social forms in Brazil and the capitalist social form, I seek to take stock of the trajectory of three peoples, through ethnographic and historical literature concerning them: the Tupinambá, the Huni Kuin and the Kaiowa. From a theoretical standpoint, I seek to develop the notions of stained subsunption and reproductive insistence, as a way of interpreting the historical dynamics that characterize the relationship of indigenous peoples with the surrounding capitalism.",http://hdl.handle.net/1843/54657,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
Daniel Bampi Rosar,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Bacharelado de gestão territorial indígena: aprendendo com os Ye'kwana entre práticas, diferenças e acordos no Insikiran (UFRR)",2023,Universidade Federal de Minas Gerais (UFMG),UFMG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Gestão territorial indígena||Formação superior indígena||Alteridades||Povo Ye'kwana||Educação||Índios Ye'kwana - Educação||Territorialidade humana||Escolas indígenas||Indígenas - Ensino superior,Não informado pela instituição,por,"Com a demarcação das terras indígenas, surge a necessidade de buscar um bem-viver para os povos que terão elas como seu território. Esse momento pós-demarcatório apresenta junto os desafios do mundo atual, das mudanças e de um espaço delimitado. A gestão territorial indígena emergiu desse contexto, propondo algumas soluções e aglutinando uma diversidade de agentes que formam campos de praticantes. Entender como instituições de ensino participam desse campo, especificamente na formação de indígenas, torna-se relevante, pois ao mesmo tempo a educação escolar tem ganhado força entre eles. Nesta tese, trato da experiência no trabalho com formação indígena desde 2010, centrado em dois casos. O primeiro é o bacharelado em Gestão Territorial Indígena, oferecido pelo Instituto Insikiran de Formação Superior Indígena na Universidade Federal de Roraima. Foi o primeiro curso de bacharelado específico para indígenas, com turmas ingressando anualmente desde março de 2010, e é onde trabalho como docente desde seu início. O outro é a discussão com o povo Ye’kwana que vive no Brasil, dentro da terra indígena Yanomami, de uma proposta de escola de nível médio-técnico direcionada pelas necessidades territoriais. O acúmulo com essas experiências traz elementos que procurei discutir neste texto, propondo uma análise baseada nas práticas, alteridades e acordos pragmáticos.",http://hdl.handle.net/1843/75885,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Biazi, Adriana Aparecida Belino Padilha de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A história Kaingang através do ritual do Kiki Koj da terra indígena Xapecó/SC,2023,Universidade Federal de Santa Catarina (UFSC),UFSC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,História||Índios Kaingang||Espiritualidade||Ritos e cerimônias||Indígenas,Não informado pela instituição,por,"Tese (doutorado) - Universidade Federal de Santa Catarina, Centro de Filosofia e Ciências Humanas, Programa de Pós-Graduação em História, Florianópolis, 2023..",385473||https://repositorio.ufsc.br/handle/123456789/253471,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"ORTIZ GORDILLO, Andrés Felipe",http://lattes.cnpq.br/5496026440113214,"CASTRO, Edna María Ramos de||Não informado pela instituição",http://lattes.cnpq.br/4702941668727146||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Pueblo Pijao y recuperación de Ima reetnización, sabidurías propias y defensa territorial en el Resguardo Indígena San Antonio de Calarma (Tolima, Colombia)",2023,Universidade Federal do Pará (UFPA),UFPA,Brasil,Instituto de Filosofia e Ciências Humanas,Programa de Pós-Graduação em Sociologia e Antropologia,CNPQ::CIENCIAS HUMANAS::ANTROPOLOGIA||CNPQ::CIENCIAS HUMANAS::SOCIOLOGIA,openAccess,doctoralThesis,Recuperação de Ima||Povo Indígena Pijao||Re-existência||Reindianização||Reetnização||Defesa territorial,Ima recovery||Pijao people||Re-existence||Re-Indianization||Re- ethnicization||Territorial defense,por,"Nesta pesquisa é realizada a sistematização crítica do processo de recuperação territorial que vem sendo implementado, desde meados da década de 1970, na Reserva Indígena San Antonio de Calarma Pueblo Pijao (Tolima, Colômbia). Este processo tem sido chamado de “a recuperação de Ima” (a Mãe Terra Pijao), e inclui duas dimensões estruturantes da luta territorial indígena no município de San Antonio de Calarma: a recuperação da “propriedade” de territórios considerados “ancestrais” –o que tem ocorrido por meios institucionais e por meios de facto através da ocupação territorial–, e da cura ou recuperação do equilíbrio do «mundo seco» (Ima, o território) para «retornar à origem». Através de um trabalho de pesquisa militante, que se situa no campo metodológico das etnografias colaborativas e que retoma princípios epistemológicos da pesquisa-ação participante, constatou-se que a recuperação de Ima, além de ser um processo de defesa territorial, investiga pelo próprio modo Pijao de ser, de sentir, de sentipensar o território, sendo também um processo onto-epistêmico, que tem levado à recuperação de sabedorias próprias denominadas “Concepções-vida”, um complexo sistema relacional de conhecimento territorial que propõe alternativas às crises impostas pelo capitalismo. Paralelamente, o processo de recuperação de Ima contribuiu para a re-existência do povo Pijao no sudoeste do departamento de Tolima, ao problematizar as estratégias de “desindianização” que fazendeiros e empresários agroindustriais têm utilizado, desde meados do século XIX, para “camponesar” a força de trabalho indígena e inserir a região no circuito produtivo do café, que sustentou a economia colombiana no século XX. Neste sentido, o processo de recuperação de Ima é uma expressão da reindianização-reetnização vivida pelo povo Pijao do Tolima, que encontrou nas lutas territoriais o médio para des-cobrir as suas próprias sabedorias, as suas formas diferenciais de organização e mobilização, com o último objetivo de «recuperar o equilíbrio do mundo seco e retornar à origem».",https://repositorio.ufpa.br/jspui/handle/2011/16243,Não informado pela instituição,Não informado pela instituição,"ORTIZ GORDILLO, Andrés Felipe. Pueblo Pijao y recuperación de Ima: Reetnización, sabidurías propias y defensa territorial en el Resguardo Indígena San Antonio de Calarma (Tolima, Colombia). Orientadora: Edna María Ramos de Castro. 2023. 469 f. Tese (Doutorado em Sociologia e Antropologia) - Instituto de Filosofia de Ciências Humanas, Universidade Federal do Pará, Belém, 2023. Disponível em: https://repositorio.ufpa.br/jspui/handle/2011/16243. Acesso em:."
"Andrade, Leandro Lente de",Não informado pela instituição,"Bittar, Marisa||Não informado pela instituição",http://lattes.cnpq.br/3059723520472948||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Educação Antropofágica: apropriação cultural indígena pelos jesuítas no início da colonização portuguesa do Brasil (1549-1599),2023,Universidade Federal de São Carlos (UFSCAR),UFSCAR,Não informado pela instituição,Não informado pela instituição,Programa de Pós-Graduação em Educação - PPGE,CIENCIAS HUMANAS::EDUCACAO::FUNDAMENTOS DA EDUCACAO,openAccess,doctoralThesis,Educação||Jesuítas||Indígenas||Apropriação cultural||Brasil colônia||Século XVI,Education||Jesuits||Indigenous people||Cultural appropriation||Colonial Brazil||16th century,por,"This thesis aimed to understand indigenous cultural appropriation as a fundamental part of the pedagogical-catechetical pragmatism of the Society of Jesus in the first decades of their missions in Brazil. For this task, the following were explored: the reasons that led to the formation of the Catholic Order to have a high degree of adaptation to various historical conjunctures; the European interpretation of indigenous cultures; and the unyielding defenses of the indigenous soul and the viability of conversion despite the insistent behaviors condemnable by the Church. Primary historical sources, especially the Jesuit letters, and a wide specialized bibliography on the subject were used as a contribution to carry out this research. As a result of this survey, the central argument of the thesis consisted in listing a series of practices of appropriation and re-signification, promoting a specific meaning for each event of Christianization through education and not, in fact, incorporating such achievements as an official permanent strategy in the Jesuit legacy for Catholicism, even though accommodation is frequent in several other contexts. Therefore, such an approach did not lessen the relation of the Jesuits and indigenous peoples concerning acculturation, or Jesuit apologetics, or cultural hybridity – without considering the resistance of the original peoples and the pragmatic reason for this ephemeral cultural miscegenation. Finally, it was concluded that indigenous cultures, especially their arts, played a fundamental role in resisting European impositions, so that the appropriation of these cultural elements was the main way in which the Jesuits found a rapprochement with the original peoples. In this way, the performance of the Society of Jesus on the Brazilian coast during the 16th century used non-traditional methods, and sometimes too sensitive in the eyes of other important members of the Catholic Church, so that the process of catechization reached its much desired results.",https://repositorio.ufscar.br/handle/20.500.14289/17670,Não informado pela instituição,Não informado pela instituição,"ANDRADE, Leandro Lente de. Educação Antropofágica: apropriação cultural indígena pelos jesuítas no início da colonização portuguesa do Brasil (1549-1599). 2023. Tese (Doutorado em Educação) – Universidade Federal de São Carlos, São Carlos, 2023. Disponível em: https://repositorio.ufscar.br/handle/20.500.14289/17670."
"Fujisawa, Katia Sayuri, 1978-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Vozes ativistas sobre questões indígenas em plataformas de mídia social : potencialidades revolucionárias?,2023,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Povos indígenas - Brasil||Ativistas indígenas||Povos indígenas - Aspectos políticos||Indígenas da América do Sul - Brasil||Internet e ativismo||Mídia social||Pluralismo cultural||Indigenous peoples - Brazil||Indian activists||Indigenous peoples - Political aspects||Indians of South America - Brazil||Internet and activism||Social media||Cultural pluralism,Não informado pela instituição,por,Orientador: Roxane Helena Rodrigues Rojo,"https://hdl.handle.net/20.500.12733/11120||FUJISAWA, Katia Sayuri. Vozes ativistas sobre questões indígenas em plataformas de mídia social: potencialidades revolucionárias?. 2023. 1 recurso online (265 p.) Tese (doutorado) - Universidade Estadual de Campinas, Instituto de Estudos da Linguagem, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/11120. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
