Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Pasierowska, Rachael Lindsay, 1987-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Beasts, birds and bondsmen : animal and slave interactions in atlantic world slavery =Bestas, pássaros e escravizados: interações entre animais e cativos na escravidão do mundo atlântico",2021,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Escravos||Afro-americanos - História||Animais||Espiritualidade||Relações trabalhistas||Slaves||African Americans - History||Animals||Spirituality||Labor relations,Não informado pela instituição,por,"Orientadores: Robert Wayne Andrew Slenes, James Sidbury","https://hdl.handle.net/20.500.12733/12306||PASIEROWSKA, Rachael Lindsay. Beasts, birds and bondsmen: animal and slave interactions in atlantic world slavery =Bestas, pássaros e escravizados: interações entre animais e cativos na escravidão do mundo atlântico. 2021. 1 recurso online (374 p.) Tese (doutorado) - Universidade Estadual de Campinas, Instituto de Filosofia e Ciências Humanas e Rice University, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/12306. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Martins, Antonio Marco Ventura",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Escravidão e Estado: entre princípios e necessidades, São Paulo (1835-1871)",2019,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Escravidão||Estado||Política||Tráfico negreiro||Imigração||Província de São Paulo||Slavery||State||Politics||Slave traffic||Immigration||Province of São Paulo||Esclavage||Etat||Politique||Trafic Negreiro||L'immigration||Province de São Paulo,Não informado pela instituição,por,"A necessidade de atender à crescente demanda por braços na economia paulista do século XIX constituiu-se em uma dinâmica que exigiu dos envolvidos a elaboração de estratégias para a manutenção e redefinição do tráfico negreiro e da escravidão na província, as quais incluíram a conformação de um delicado jogo político ocorrido no momento em que o, ainda, jovem Estado brasileiro encontrava-se em construção. Assim, a presente pesquisa tem por objetivo analisar a complexa relação do binômio Escravidão e Estado a partir da óptica provincial paulista, no período compreendido entre os anos de 1835 e 1871. O ano de 1835 é fundamental por dois motivos: o início do funcionamento da assembleia legislativa provincial e a intensificação do tráfico transatlântico de escravos africanos para São Paulo. O ano de 1871, como baliza final, justifica-se pela promulgação da Lei do Elemento Servil e pelas consequências que tal legislação representou, em âmbito provincial, para o binômio escravidão e Estado. O corpus documental da pesquisa é composto por registros oficiais produzidos pelos governos da província paulista, pelo governo central do Brasil Império e pela Grã-Bretanha, os quais foram compulsados em arquivos nacionais, principalmente no Arquivo Público do Estado de São Paulo, e internacionais, especificamente no The National Archives, Londres. Toma-se por hipótese, que a escravidão, então renovada, se tornou cada vez mais central como elemento definidor das esferas econômica e social na província paulista, o que gerou uma articulação política que se refletiu na organização da própria dinâmica do poder provincial e na atuação de seus representantes nas diversas esferas de poder do cenário político nacional. Espera-se que o presente estudo possa contribuir com o avanço na compreensão de como a escravidão, já em uma fase de ilegalidade formal, foi intensificada em São Paulo, à medida que a econômica paulista se expandiu em decorrência dos desdobramentos do mercado mundial oitocentista. Ao recompor, a partir da óptica provincial, esse intrincado processo, o trabalho ainda coloca em questão binômios consagrados na historiografia tais como: Grã-Bretanha e abolição, escravidão e imigração, conservadores e liberais, dentre outros.",http://hdl.handle.net/11449/182313||000917692||33004072013P0||6899226322073487||0000-0002-6243-0968,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Lima, Monique Marques Nogueira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Entre o chicote e a fogueira: escravidão e Inquisição portuguesa nos séculos XVII e XVIII,2021,Universidade Estadual Paulista (UNESP),UNESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Inquisição portuguesa||escravidão moderna||senhores e escravos||heresia||cativeiro||The portuguese Inquisition||slavery||masters and slaves||heresy||captivity||Inquisición portuguesa||esclavitud moderna||amos y esclavos||herejía||cautiverio,Não informado pela instituição,por,"O Santo Ofício da Inquisição de Portugal, como um Tribunal da Igreja, julgou e sentenciou, entre os séculos XVI e XIX, acusados de crimes contra a fé e contra a moral católica. Registros desse ritual foram deixados em longos e detalhados processos instaurados para a apuração das denúncias de heresia e, dentre os diferentes relatos, não foi incomum a presença de africanos e descendentes acusados na Mesa dos inquisidores. Com atenção a tais aspectos e considerando o conjunto dos estudos especializados, a presente tese tem como objetivo geral compreender como a Inquisição portuguesa mediou e se tornou conhecedora da dinâmica da escravidão no reino e na colônia lusa da América, limitando as práticas religiosas ancestrais dos escravos e fiscalizando suas atividades cotidianas no trato com os proprietários e outras pessoas de seu convívio. Para tanto, a partir, principalmente, da análise dos autos inquisitoriais disponíveis no Arquivo Nacional da Torre do Tombo (ANTT), mas também dos regimentos da Inquisição e, ainda, de outros documentos do Tribunal (Cadernos do Nefando, Cadernos do Promotor) e obras jurídicas da época, propõe-se mapear os tipos de heresias atribuídas aos africanos e seus descendentes e, prioritariamente, observar como a ação inquisitorial interferiu no contato entre escravos e seus senhores. Com especial atenção aos casos que se referiam às chamadas práticas mágico-religiosas e aos classificados como desvios morais (de forma particular, a sodomia), o objetivo é entender como, no espaço que une a colônia portuguesa da América ao espaço de jurisdição do tribunal lisboeta no reino, entre os séculos XVII e XVIII, a Inquisição atravessou o mundo do cativeiro.",http://hdl.handle.net/11449/204845||33004072013P0,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Felipe, José Mauriene Araújo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Doença(s) e mortalidade de escravos em Victoria, província do Espírito Santo (1849 - 1880)",2019,Universidade Federal do Espírito Santo (UFES),UFES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Slave disease||Mortality of slaves||Slavery in Espírito Santo State||Slavery in Brazil||History of disease||Maladie mortalité lac des esclaves||Esclavage à Espírito Santo (Estado)||Esclavage au Brésil||Histoire de la maladie||Doença-mortalidade escrava||Escravidão no Brasil||Victoria - 1849-1880||Doenças x História||Escravos x Mortalidade||Escravidão||Vitória (ES)||História||93/99,Não informado pela instituição,por,"It investigates rates of illness and mortality incidences of slave population living in Vitoria, capital of the province of Espírito Santo, along the period from 1849 to 1880. To enter this local and unknown universe, initially it was necessary to develop an introductory study on the slavery's multiple faces in Espírito Santo, starting by the narration of some everyday biases, permeating life conditions involving heavy lifting, revolts, punishments, leaks, prisons, the illness in prisons, even the extreme act of suicide. To this end, data collection on such particularities, aimed itself to elaboration of statistical maps that allow knowledge of care provided to the slave health, types of relationships between lord and captives, as well as allow to have more idea of the causes which forced captives to commit suicide in the form of ultimatum. With the results obtained from these first elements, studies were guided to know the disease incidence and mortality rates of slaves in the Vitoria of the second half of the 19th century. It was aimed to facilitate data collection around specific topics such as: urban slave life, their mobility, types of work, housing, food and hygiene. Confronting these data, it might have better perception about living conditions, health related to the types of illnesses acquired and, when it was an extreme situation, to death. The final results point out to high levels of slaves death, and also for the high levels of captives' children mortality in the Vitoria of the abovementioned period. For the development of this research, the following sources were taken: book of obits, reports and speeches of provincial presidents, providers of public health reports, newspapers, memoirs and books produced in the course of the 19th century. The theoretical intake had the basement of recent studies directed to the interfacial dialogue between history and health sciences. In the context of historical demography, it was elected the methodology of demographic system of slave populations. With regard to this study, the goal is to contribute for the production of research on the history of health and disease in general; lead studies on slavery and, first of all, encourage the research directed to health, disease and mortality of slaves in Espírito Santo of colonial and provincial periods.","FELIPE, José Mauriene Araújo. Doença(s) e mortalidade de escravos em Victoria, província do Espírito Santo (1849 - 1880). 2019. 363 f. Tese (Doutorado em História) - Universidade Federal do Espírito Santo, Centro de Ciências Humanas e Naturais, Vitória, 2019.||http://repositorio.ufes.br/handle/10/11265",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Nunes, Rafaela Domingos Lago",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Entre a escravidão e a liberdade em Vitória/ES (1871-1920),2018,Universidade Federal do Espírito Santo (UFES),UFES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Slavery||After-abolition||Demography||Social relations||Esclavage||Post-abolition||Démographie||Relations sociales||Pós-abolição||Escravidão||Escravos x Abolição||Demografia - Espírito Santo (Estado)||Registro civil||Relações sociais||História||93/99,Não informado pela instituição,por,"The thesis consists of the study of the problem of the after-abolition, with emphasis in the social relations of captives and egresses of the captivity in the region of Vitória, during the years of 1871 and 1920. The objective of the study was to understand the socioeconomics changes, responsible in great length for the demographic drawing of the central and southern regions of the state of Espirito Santo, in the period been screen. A research to sea liberation of the slaves with the advent of the emancipationist laws (1871 and 1885), and the abolitionist (1888) transformed the consolidated constructed communities for generations in the captivity, on between itself for extensive nets of kinship. The temporal landmarks are delimited by the year in which the Law of the Free Womb was promulgated in 1871, and the year of 1920, which ended the height of the racist thought in Brazil, reflecting the consequenc es of the crisis in the coffee bean prices that occurred in the two previous decades. Responsible to speed up the process of constitution in the agrarian structure of small small properties in the State of Espirito Santo. They utilized baptisms and birth certificates, a known source of research in the region. Emancipate letters, provincial reports of directors of the State, funds of government and newspapers published in Espirito Santo are added it the document body. The comparative analysis with the previous period to the one of 1871 allowed observing an intensification in the social relations of the captives with non-captives from the Law Rio Branco. That is, slave families took advantage of the ritual kinship established in the Catholic Church to stablish themselves in the free universe of the region. With respect to the immediate after-abolition, it is understood that a significant migration from the rural areas of Espirito Santo to the city did not happen, neither for other states of Brazil. However, it was notice in newspaper analyses that the meanings of freedom and citizenship in the immediate posterior years to the abolition in Espirito Santo were found in dispute. Between renewed alliances, constructed or breached between ex-gentlemen and exslaves, many egresses of the captivity seemed to live a time between slavery and freedom. The social relations revealed conflicting, with arbitrary acts of ex-owners of slaves and local authorities that evidenced the difficulty part of society to accept the slaves as equal in rights and accept them in the free universe.","NUNES, Rafaela Domingos Lago. Entre a escravidão e a liberdade em Vitória/ES (1871-1920). 2018. 240 f. Tese (Doutorado em História) - Universidade Federal do Espírito Santo, Centro de Ciências Humanas e Naturais, Vitória, 2018.||http://repositorio.ufes.br/handle/10/10667",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Costa, Silvia Maria Fernandes Alves da Silva",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"A vida escrita do poeta escravo Juan Francisco Manzano: caminhos, pedras e versos",2021,Universidade Federal da Paraíba (UFPB),UFPB,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,"Autobiografia||Escravidão||Identidade||Memória||Oralidade||Juan Francisco Manzano||Autobiography||Slavery||Identity||Memory||Orality||Esclavitud||Identidad||Oralidad||CNPQ::LINGUISTICA, LETRAS E ARTES::LETRAS",Não informado pela instituição,por,"This thesis presents a study on the composition of the Autobiografía de un esclavo (Autobiography of a Slave), by the Cuban poet Juan Francisco Manzano (1797?-1853), in order to determine the creative procedures of the work and verify the possibility of his autobiographic text as a foundational work in Latin America, building a black identity and memory, thus becoming a subversive written document during colonial times. Therefore, we have used a basic nature methodology, a qualitative approach, an exploratory level and bibliographical investigation procedures, which have given theoretical support to the discussion, elucidating the issue in this study, aiming to explain the corpus of this study and to recognize Manzano’s self-portrait (or image), both direct and indirectly. The autographical text of Manzano was written in 1835 with support of the literary critic Domingo del Monte (1804-1853) and was published in London in English in 1840, as the Spanish metropolitan censorship would not allow the publication of texts with slavery content in Cuba. However, the first publication in the Spanish language happened in Havana in 1937, based on the autographical text. It was also based on this text, which is at the National Library José Martí in Havana, that William Luis did its publication in 2007 with all the amendments and corrections that this text presents. It is based on Luis’ publication that this thesis unfolds, firstly, from the perspective of “autobiographical pact”, by Philippe Lejeune (1994), that the authenticity of Manzano’s autobiography was proved, by fulfilling this pact. Furthermore, we have used seven of Manzano’s letters to Del Monte to support this analysis and reveal his direct image. Furthermore, it has established the autobiographical space of the poet in a possible dialogue between his only published theatrical play, Zafira (1842) – supposedly a story of African colonization – and seven selected poems written by Manzano with antislavery background, all analyzed under the post-colonial bias to detach the poet’s indirect image. Finally, this study has examined Manzano’s autobiography under the optics of the psychodynamics of orality relative to the psychodynamics of writing which, according to Walter Ong (1998), diverge, what has allowed to determine the fundamentals of Latin American literary writing, being Manzano and his writing of significant importance in the role of constructing the identity of the black in the Americas.",https://repositorio.ufpb.br/jspui/handle/123456789/22776,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Pinto, Larissa Chaves",Não informado pela instituição,"Chaves, Edneila Rodrigues||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Escravidão e Cotidiano: as experiências de escravizados na prática de atos criminalizados, Diamantina - Minas Gerais (1850-1888)",2022,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),UFVJM,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Não informado pela instituição,Não informado pela instituição,por,O presente trabalho foi realizado com apoio da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Brasil (CAPES) - Código de Financiamento 001.,https://acervo.ufvjm.edu.br/items/fdc082b5-bbeb-4027-a612-7fda90e5902d,Não informado pela instituição,Não informado pela instituição,"PINTO, Larissa Chaves. Escravidão e Cotidiano: as experiências de escravizados na prática de atos criminalizados, Diamantina - Minas Gerais (1850-1888). 2022. 129 p. Dissertação (Mestrado em Estudos Rurais) – Programa de Pós-Graduação em Estudos Rurais, Universidade Federal dos Vales do Jequitinhonha e Mucuri, Diamantina, 2022."
"Silvério, Nirce Aparecida Ferreira",Não informado pela instituição,"Silva, Soeli Maria Schreiber da||Não informado pela instituição",http://lattes.cnpq.br/8794598988783452||Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Argumentação e político em enunciações da escravidão,2018,Universidade Federal de São Carlos (UFSCAR),UFSCAR,Não informado pela instituição,Não informado pela instituição,Programa de Pós-Graduação em Linguística - PPGL,"LINGUISTICA, LETRAS E ARTES::LINGUISTICA::TEORIA E ANALISE LINGUISTICA",openAccess,doctoralThesis,Argumentação||Semântica do acontecimento||Escravidão||Século XIX e atualidade||Político,Argumentation||Semantics of the event||Slavery||19th century and actuality||Political,por,"This thesis develops a semantic study and approaches argumentative movements related to slavery both at the end of the XIX century, as at present. We analyze print and digital media, texts from late 19th century newspapers and texts from current websites. We discuss the hypothesis that: just as there are religious, legal, socio-historical arguments that indicate / guide the end of slavery there are those who prescribe, regulate, justify and perpetuate it. And these arguments are sometimes explicitly immersed in silence that conceals an argumentative orientation and argumentation of permanence (or extinction) of slavery. We also have a sub-hypothesis: a social place of saying argues based on the argumentativeness that is put into operation due to the argumentation and this makes emerge words that produce effects and are exposed to the drift of the senses, which can produce the ( s) anticipated direction (s) or other (s). Some of our questions were: do people allow themselves to be enslaved? How is slavery signified in the argumentative movements and games of sayings in the utterances we analyze? The three clusters we took to analyze: a) the newspaper O Abolicionista, b) the Correio Paulistano newspaper, c) the texts of sites; have led us to different semantic meanings for the word slavery, which, however, have a common background signified by its memorable in relation to the present and futurity. We are based on the semantics of the event, created by the Brazilian researcher Eduardo Guimarães, and with contributions from discourse analysis, in which the argument is studied differently from rhetorical studies and argumentation in the Ducrot language. We explore the argumentation and the political from the enunciative scenes that particularize the space of enunciation and look for designations that indicate games of forces and enunciative processes that inscribe silencings. Thus, we do not only work with the argumentative directives of a speaker to an allocutionary one, but we also seek the positions sustained in the argumentation and the interpretation of the set of enunciative scenes in integration. We then identify: the space of enunciation of the legal validity of slavery in Brazil and the space of enunciation of slavery in the present, in the first, we saw a relation with the space of English enunciation, determining the meanings of slavery, abolition and what words like abolitionist, emancipation and manumission present contradictory meanings that give us other aspects of its functioning; in the second, we see the effects of the memorable of slavery determining the criada, sinhazinha, the designation of contemporary slavery, besides presenting us with a slave in Brazil, which is no longer only the Negro, which is now determined in juridical discourse, excludes processes of silencing of enslavement in the present time.",https://repositorio.ufscar.br/handle/20.500.14289/10531,Não informado pela instituição,Não informado pela instituição,"SILVÉRIO, Nirce Aparecida Ferreira. Argumentação e político em enunciações da escravidão. 2018. Tese (Doutorado em Linguística) – Universidade Federal de São Carlos, São Carlos, 2018. Disponível em: https://repositorio.ufscar.br/handle/20.500.14289/10531."
"Paula, Juliano Tiago Viana de",http://lattes.cnpq.br/1415381521774966,"Martins, Mônica de Souza Nunes||Não informado pela instituição",Não informado pela instituição,"Costa, Carlos Eduardo Coutinho da||Rodrigues, Pedro Parga||Oliveira, Mônica Ribeiro de||Machado, Marina Monteiro||Não informado pela instituição",Não informado pela instituição,"A manutenção da escravidão: desigualdade socioeconômica, compadrio e hierarquia social no Sul de Minas Gerais - Vila de Santa Maria do Baependi, 1830-1888.",2018,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Ciências Humanas e Sociais,Programa de Pós-Graduação em História,História,openAccess,doctoralThesis,Escravidão||Hierarquia||Compadrio||Paternalismo||Vila de Baependi,Slavery||Hierarchy||cronyism||Paternalism||thevillage of Baependi,por,"A presente pesquisa ocupa-se estudar o estabelecimento de uma sociedade escravista numa Vila localizada na Comarca do Rio das Mortes do Sul de Minas Gerais, em um período que se estende entre 1830 a 1888. A cobertura espacial deste trabalho circunscreve à Vila de Santa Maria do Baependi, localidade dedicada à produção de gêneros agrícolas e pecuários que abastecia vários mercados do centro-sul Brasileiro. O principal objetivo é averiguar como a desigualdade socioeconômica, a disseminação da posse escrava e as relações de compadrio e de paternalismo entre senhores e cativos foram essenciais para a manutenção da escravidão. Para tanto, um serie de fontes foram exploradas, como os inventários post-mortem, registros paroquiais de batismo, testamentos, listas nominativas do termo de Baependi, relatórios do Presidente de Província mineira e os almanaques industriais e administrativos de Minas Gerais produzidos na segunda metade dos oitocentos. Percebe-se que, naquela realidade, a concentração da riqueza, aquisição de cativos por distintas famílias locais e a hierarquia intra-cativeiro foram fundamentais para a reiteração de uma sociedade escravista marcada profundamente pela exclusão e desigualdade. Da mesma forma, observou-se conjuntamente com estes mecanismos, que os elos parentais entre os membros da casa grande com os indivíduos presos ao cativeiro foram traços essenciais para a conservação dos status senhoriais.",https://rima.ufrrj.br/jspui/handle/20.500.14407/10106,Não informado pela instituição,Não informado pela instituição,"PAULA, Juliano Tiago Viana de. A manutenção da escravidão: desigualdade socioeconômica, compadrio e hierarquia social no Sul de Minas Gerais - Vila de Santa Maria do Baependi, 1830-1888.. 2018. 321. Tese (Doutorado em História) - Instituto de Ciências Humanas e Sociais. Universidade Federal Rural do Rio de Janeiro, Seropédica - RJ, 2018."
"Silva, Carlos Santos da",http://lattes.cnpq.br/4979091235137745,"Ferreira, Roberto Guedes||Não informado pela instituição",http://lattes.cnpq.br/0920997544430620||Não informado pela instituição,"Matheus, Marcelo Santos||Santirocchi, Ítalo Domingos||Campos, Adriana Pereira||Basile, Marcello Otávio Neri de Campos||Soares, Márcio de Sousa",Não informado pela instituição,"Expectativas de liberdade e de escravidão: solidariedades, conflitos e incertezas nas relações entre senhores e escravos (Porto Feliz, São Paulo, 1864-1888)",2021,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Ciências Humanas e Sociais,Programa de Pós-Graduação em História,História,openAccess,masterThesis,escravidão||posse de escravos||liberdade||compadrio||domínio senhorial||hierarquia social,slavery||slave ownership||freedom||cronyism||lordship||social hierarchy,por,"A pesquisa analisa relações entre senhores, escravos e libertos a partir das ações de liberdade da vila de Porto Feliz durante a segunda metade do século XIX. Para tanto, investiga como laços de parentesco, e outras formas de solidariedade, foram de suma importância para se chegar à alforria ou, ao menos, vivenciar experiências de liberdade. A partir do cruzamento de fontes, apreende-se relações sociais dos envolvidos nas ações de liberdade para além das questões jurídicas. Ademais, percebe-se a persistência do sistema escravista durante a segunda metade do Oitocentos, mesmo diante do surgimento e da intensificação de ideias emancipacionistas e abolicionistas. Nesse sentido, constata-se que predominaram as pequenas posses de escravos, cujos senhores foram os grandes responsáveis pela sustentação de valores escravistas. A pesquisa foi conduzida com base no cruzamento de informações advindas dos autos de liberdade, de registros paroquiais de batismo, casamento e óbito, de inventários post-mortem e de jornais.",https://rima.ufrrj.br/jspui/handle/20.500.14407/13825,Não informado pela instituição,Não informado pela instituição,"SILVA, Carlos Santos da. Expectativas de liberdade e de escravidão: solidariedades, conflitos e incertezas nas relações entre senhores e escravos (Porto Feliz, São Paulo, 1864-1888). 2021. 224 f. Dissertação (Mestrado em História) - Instituto de Ciências Humanas e Sociais, Universidade Federal Rural do Rio de Janeiro, Seropédica, 2021."
