Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"SILVA, Amanda Maria Antero da.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Xukuru-Kariri: protagonismo indígena em Palmeira dos Índios/AL (1979-2013).,2019,Universidade Federal de Campina Grande (UFCG),UFCG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Mata da Cafurna||Mobilizações Indígenas||Reconquistas Territoriais||Territorialização||História e Memória||História Cultural||Índios Brasileiros||Povo Xukuru-Kariri||Mobilizations Indigenous||Territorial Reconquest||Territorialization||History and Memory||Cultural History||Brazilian Indians||Xukuru-Kariri People||História||Etnologia Indígena,Não informado pela instituição,por,"Esta dissertação teve como objetivo analisar o protagonismo do povo Xukuru-Kariri, habitantes na Aldeia Mata da Cafurna no Município de Palmeira dos Índios em Alagoas a partir do processo de reconquistas territoriais e das mobilizações para a recuperação territorial e nas reivindicações e reconhecimento de direitos no período de 1979 a 2013. O território que atualmente faz parte da citada Aldeia foi conquistado depois de um longo processo de reconquistas territoriais iniciadas em 1979, a partir de mobilizações dos indígenas que necessitavam do espaço para realizar seus rituais, a agricultura e a criação de animais para sobrevivência, pois a terra para os indígenas perpassa o plano material e possui um sentido simbólico-religioso. Buscamos evidenciar as estratégias e as resistências empregadas no cotidiano para desconstruir os discursos de famílias de fazendeiros, driblar as violências e reconquistar seu espaço social e identificamos como as mídias digitais, a partir do portal Índios Online, contribuíram para visibilizar as reinvindicações dos indígenas. O estudo foi realizado a partir de entrevistas e pesquisas em fontes documentais, tais como jornais, sites e os relatórios antropológicos elaborados por Douglas Carrara (2004) e Siglia Zambrotti Dória (2008). Tendo como pressupostos teóricos os estudos de Edson Silva, Adelson Lopes, John Monteiro, Silva Júnior, João Pacheco de Oliveira, e no campo das reflexões sobre as memórias/História Oral as discussões realizadas por Verena Alberti. Com esta discussão, os Xukuru-Kariri foram evidenciados como sujeitos ativos nas reinvindicações dos direitos, utilizando diversas estratégias e mecanismos para dar visibilidade às problemáticas do povo, exercendo o protagonismo na História.","http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/5591||SILVA, A.M.A. Xukuru-Kariri: protagonismo indígena em Palmeira dos Índios/AL (1979-2013). 2019. 121 f. Dissertação (Mestrado em História) – Programa de Pós-Graduação em História, Centro de Humanidades, Universidade Federal de Campina Grande, Paraíba, Brasil, 2019. Disponível em: http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/5591",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Silveira, Marina de Campos Pinheiro da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Fronteiras e mobilidade indígena: o veto ao direito de livre circulação da nova lei de migração e o povo Warao,2019,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Brazilian Migration Law||Indigenous Territoriality||Índios Warao||Lei de migração brasileira||Migrantes||Migrants||Territorialidade indígena||Warao Indians,Não informado pela instituição,por,"Em 2017, enquanto se observava o aumento constante da imigração venezuelana para o Brasil, que contempla também os indígenas Warao, foi promulgada a nova Lei de Migração (Lei n. 13.445/2017), com o veto do §2o, artigo 1o, do Anteprojeto da mencionada lei, que visava garantir o direito de livre circulação dos povos indígenas entre fronteiras. Diante disso, o presente estudo tem como objetivo identificar as normativas internacionais e as leis nacionais brasileiras que tratam sobre migração internacional e direitos dos povos indígenas; analisar as razões do veto ao §2o do artigo 1o do Anteprojeto da nova Lei de Migração; apresentar estudo de caso sobre a imigração dos índios venezuelanos de etnia Warao ao Brasil; e, por fim, verificar se o veto e às medidas de recepção dos imigrantes indígenas Warao estão em consonância com as normativas internacionais que o Brasil reconhece e à legislação nacional sobre o tema. Para tanto, foi estudada bibliografia sobre o tema; analisadas as normas internacionais e legislações nacionais sobre migração internacional e direitos de povos indígenas; analisados documentos técnicos elaborados por instituições públicas brasileiras e por organizações internacionais sobre a migração Warao ao Brasil; e relatados os resultados de pesquisa de campo realizada nos dias 13 a 15 de junho de 2019 nas cidades de Pacaraima e Boa Vista, no Estado de Roraima.",https://www.teses.usp.br/teses/disponiveis/107/107131/tde-10092021-163922/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Silva, Luiz Mendes da",http://lattes.cnpq.br/2459415792100948,"Bernartt, Maria de Lourdes||Não informado pela instituição",http://lattes.cnpq.br/1982876455910216||Não informado pela instituição,"Piovezana, Leonel||Flávio, Luiz Carlos||Bernartt, Maria de Lourdes||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/8196195261847883||http://lattes.cnpq.br/5571807521298064||http://lattes.cnpq.br/1982876455910216||Não informado pela instituição||Não informado pela instituição,O bem viver: uma experiência em comunidade indígena,2019,Universidade Tecnológica Federal do Paraná (UTFPR),UTFPR,Brasil,Não informado pela instituição,Programa de Pós-Graduação em Desenvolvimento Regional,CNPQ::CIENCIAS SOCIAIS APLICADAS::PLANEJAMENTO URBANO E REGIONAL,openAccess,masterThesis,Índios - Qualidade de vida||Política pública||Índios - Usos e costumes||Indians - Quality of life||Public policy||Indians - Social life and customs,Não informado pela instituição,por,"Esta dissertação discute a noção de Bem Viver na Comunidade Indígena de Mangueirinha, localizada no Sudoeste do Paraná. Seu objetivo geral consistiu em analisar manifestações de Bem Viver na referida comunidade. Para tanto, foram levantados elementos que compõem a cultura do Bem Viver na literatura científica e realizadas observações in loco em busca desses elementos. Trata-se de uma pesquisa qualitativa, de tipo exploratória, embasada no método da observação e da descrição densa de Geertz (2008). Esta pesquisa possui ainda traços etnográficos, efetivados através da observação direta e indireta da cultura indígena. A coleta de dados foi realizada através de observações, registradas em diário de campo, desenvolvidas nos anos de 2017 e 2018. Para suporte teórico-metodológico, destacam-se as contribuições de Acosta (2016), Geertz (2008) e Malinowski (1978). Os resultados demonstram a existência de elementos e aspectos que se assemelham à filosofia do Bem Viver na Comunidade Indígena de Mangueirinha, principalmente aqueles que envolvem a vida comunitária, sendo preservados e cultivados através de práticas diárias, crenças, rituais e celebrações.",http://repositorio.utfpr.edu.br/jspui/handle/1/4614,Não informado pela instituição,Não informado pela instituição,"SILVA, Luiz Mendes Da. O bem viver: uma experiência em comunidade indígena. 2019. Dissertação (Mestrado em Desenvolvimento Regional) - Universidade Tecnológica Federal do Paraná, Pato Branco, 2019."
"Matta, Amanda Aliende da",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K8641682T4,"Bittencourt, Circe Maria Fernandes||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Escola Estadual Indígena Guarani Gwyra Pepo: conflitos e resistências da educação escolar indígena no Brasil,2019,Pontifícia Universidade Católica de São Paulo (PUC-SP),PUC_SP,Brasil,Faculdade de Educação,"Programa de Estudos Pós-Graduados em Educação: História, Política, Sociedade",CNPQ::CIENCIAS HUMANAS::EDUCACAO::TOPICOS ESPECIFICOS DE EDUCACAO,openAccess,masterThesis,"Escola Estadual Indígena Guarani Gwyra Pepo (São Paulo, SP)||Índios - Educação - São Paulo (cidade) - História||Escolas indígenas - Brasil - Currículos||Multiculturalismo",Escola Estadual Indígena Guarani Gwyra Pepo - São Paulo (Brazil)||Indians - Education - São Paulo (Brazil) - History||Indigenous education - Brazil - Curriculum||Multiculturalism,por,"This study aims to present the Escola Estadual Indígena Guarani Gwyra Pepo from its implementation in the Guarani mbyá Tenondé Porã village in Parelheiros − in the city of São Paulo. The research is inserted in the field of studies on the history of school education in contemporary society, in its cultural and political diversity. The work has as methodology a field research of ethnographic character, oral history and the analysis of written documentary sources. The central objective is to historically understand the implementation of the school in the indigenous village, and the hypothesis is that there are relations between the constitution of the school in the community and the changes that occurred in the village in its cultural and political aspects. One of the guiding questions is: Is the school an imposition or a right? The pedagogical political project and the curriculum of this school will be analyzed",https://tede2.pucsp.br/handle/handle/21973,Não informado pela instituição,Não informado pela instituição,"Matta, Amanda Aliende da. Escola Estadual Indígena Guarani Gwyra Pepo: conflitos e resistências da educação escolar indígena no Brasil. 2019. 102 f. Dissertação (Mestrado em Educação: História, Política, Sociedade) - Programa de Estudos Pós-Graduados em Educação: História, Política, Sociedade, Pontifícia Universidade Católica de São Paulo, São Paulo, 2019."
"Mendes, Sâmara Leíla Cunha",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4277036A4,"Junqueira, Carmen Sylvia de Alvarenga||Não informado pela instituição",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Educação indígena x educação escolar indígena; um aprendizado diferenciado,2019,Pontifícia Universidade Católica de São Paulo (PUC-SP),PUC_SP,Brasil,Faculdade de Ciências Sociais,Programa de Estudos Pós-Graduados em Ciências Sociais,CNPQ::CIENCIAS SOCIAIS APLICADAS,openAccess,masterThesis,Índios - Educação I||Índios Kayapó||Escolas indígenas,Indians - Education||Cayapo Indians||Indian schools,por,"This research aims to study the relationship between the Kayapó indigenous people and the Municipal School of Primary Education Beca, located in the indigenous village Piokrôtikõ in Ourilândia, a town located in the state of Pará. In this way, the aim of this study is to understand how the formal school uses the relationship between indigenous education and the indigenous school education, and how both of them interrelate, considering that the indigenous school education should bring, in this proposal, a differentiated and intercultural treatment which respected the native language with the objective of contributing so that the indigenous school education does not begin to be used as a manner of domination of those people. In order to understand the meaning of schooling, we elucidate the following question: does the formal school carry the threat of impoverishing of the mother tongue, since it emphasizes the writing in portuguese at the expense of oral tradition? This research had, in its first stage, the collection of data centered on the material of pedagogical exercises used in the Beca school and on scheduled interviews with the current teacher of the indigenous village. After that, we collected information about the lifestyle in this village, which were compared with the data obtained through the bibliographic review on Kayapó culture. In this sense, the analysis of the obtained result was based on studies of authors as Meliá (1979), who emphasizes, concerning indigenous education, that indians has already an education system of their own; Raimundo Nascimento (2017), who considers the claims of indigenous movements which took place in the 1970s and the Federal Constitution of 1988 as a start point, because the Constitution states Brazil as a multicultural State and establishes the indigenous school education as an intercultural, differentiated, specific and bilingual education, which is a possible direction in the construction of a school that consider the rights and the differences of the indigenous people; Adir Nascimento (2004), who stimulates the dialogue that helps the reflective mediation so that the school is reinvented by giving a new meaning to the pedagogical and educational practices according to the specificity of each indigenous community; and Freire (1996), who discuss the school environment in a pedagogical universe, trying to clarify that the educator can not transform the educational experience into something mechanistic, but to teach considering the worldly wisdom of the students",https://tede2.pucsp.br/handle/handle/22190,Não informado pela instituição,Não informado pela instituição,"Mendes, Sâmara Leíla Cunha. Educação indígena x educação escolar indígena; um aprendizado diferenciado. 2018. 96 f. Dissertação (Mestrado em Ciências Sociais) - Programa de Estudos Pós-Graduados em Ciências Sociais, Pontifícia Universidade Católica de São Paulo, São Paulo, 2018."
"Ferreira, Marlon Barcelos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Da arqueologia para a história: o lugar dos índios no município de Araruama,2019,Universidade do Estado do Rio de Janeiro (UERJ),UERJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Local history||Indian history||Public history||Archeology||História local||História indígena||História pública||Arqueologia||CNPQ::CIENCIAS HUMANAS::HISTORIA,Não informado pela instituição,por,"Este trabalho tem como foco de análise a cidade de Araruama, onde entende-se que a partir das décadas de 1980 e 1990, os arqueólogos através de suas pesquisas promoveram uma escrita da história que ampliou a representatividade indígena na história local. Em um primeiro momento, capitaneada pela Professora Lina Maria Kneip e depois continuada na década de 1990, pela arqueóloga Ângela Buarque e a sua equipe do Museu Nacional. Essas pesquisas alimentaram uma leitura do passado que foi apropriada pela Prefeitura Municipal de Araruama e que através do desenvolvimento de políticas públicas, promoveram a divulgação de uma nova leitura sobre a história de Araruama. Uma nova leitura que trouxe uma ampliação da representatividade dos indígenas tupinambás na história local. Nessa pesquisa, procura-se entender essas políticas públicas como formas narrativas sobre o passado, a partir das percepções advindas da Cultura Histórica e História Pública. Esses conceitos operando em conjunto possibilitam a compreensão da produção, dos agentes envolvidos, da circulação e dos discursos construídos por essas outras formas narrativas que perpassam a história acadêmica. Em Araruama, essas outras formas narrativas se constituíram através da criação de um Museu, da criação de uma Medalha de Honra denominada Tupinambá, da edição de um livro escolar e dos trabalhos desenvolvidos na Escola Municipal Honorino Coutinho. Agora, qual indígena interessava a Prefeitura Municipal? O tupinambá do movimento romântico e do século XIX? O aliado dos franceses? O tupinambá das narrativas arqueológicas? Os habitantes indígenas atuais? Por isso, busca-se compreender os discursos presentes nessas formas narrativas emanadas pelos agentes da Prefeitura e a existência de um diálogo com a Nova História Indígena ou a manutenção das antigas visões e discursos proferidos sobre os indígenas. Sendo necessário desnaturalizar-se a falsa percepção de que as memórias e as histórias de uma sociedade emergem de um trabalho objetivo, afinal, essas histórias e memórias da sociedade são resultados de negociações, conflitos e dos interesses de grupos.","FERREIRA, Marlon Barcelos. Da arqueologia para a história: o lugar dos índios no município de Araruama. 2019. 156 f. Dissertação (Mestrado em História Social do Território) - Universidade do Estado do Rio de Janeiro, São Gonçalo, 2019.||http://www.bdtd.uerj.br/handle/1/13557",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Santos, Luan Moraes dos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Os Xukuru-Kariri e as elites: história, poder e conflito territorial em Palmeira dos Índios – AL (1979-2015)",2019,Universidade Federal de Alagoas (UFAL),UFAL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Mata da Cafurna (Palmeira dos Índios, AL)||Reservas indígenas – Palmeira dos Índios (AL)||Índios da América do Sul - Brasil||Índios Xukuru kariri||Demarcação de terras||Política indigenista||Latifundiários||Posseiros||Indigenous reserves - Palmeira dos Índios (AL)||Indians of South America - Brazil||Indians Xukuru kariri||Demarcation of land||Indigenous policy||Landowners||Owners||CNPQ::CIENCIAS HUMANAS::HISTORIA",Não informado pela instituição,por,"The objective of this work is the analysis of the relations of domination and insertion of the political elites and indians in the power disputes listed in the process of demarcation of lands in the municipality of Palmeira dos Índios - AL, between 1979 (year of resumption of the Mata da Cafurna region) and 2015 (when the MPF determined the demarcation). The development of research in the field of indigenismo has been gaining form in the last years, with approaches that consider the Indians active in the present day. This research considers the continuities and ruptures of the Indians tradition in the current historical process; contextualizing their claims, affirmation needs and recognition of the interests of local and regional opposition forces. It points out a relevant work from the historiographic point of view to understand the interfaces of the development of the history of Alagoas, since the presence of Indians in all regions of the state is present, proving that we live with territorial retakes and the political tensions that surpass the official history are present when we observe that the organization of Indians movements since the second half of the twentieth century, as opposed to the agreement of squatters and invaders of the territories currently targeted in the process of land demarcation in the region. FUNAI reports and indigenist entities; photographs, field diaries and transcribed interviews to possess a collection of primary sources, such as the Luiz Byron Torres collection, which contains texts not yet published and little known by the public. So, a methodology of analysis is used that dialogues with John Pocock (2003) to clarify the language and its social representations present in the content of political acts. And to trace the networks of social tension, as well as the power relations that are related to the practices of domination in the territorial dispute, we refer to Michael de Certeau (2011). Thus, to understand the interests of the electors as a form of power, it uses the theoretical assumptions indicated by Boaventura de Souza Santos (1999). In addition, to understand the experiences of Indians with struggles as coherent groups, organized around rituals and procedures, we use the concepts of tradition bequeathed by Eric Hobsbawm (1998), as well as the conceptualization of the imagined community in Benedict Anderson (2008). In order to re-signify the historical process experienced by the Indians of the Northeast, we study their cultural reform, starting from the initial fact of the mixture and new cultural elaboration defended by João Pacheco de Oliveira (1998), also the resurgence signs enumerated by José Maurício Arruti (1999) and Siloé Amorim (2003). The dissertation under that allows for reflections with support in the relations of local political power that relate strategies of domination, struggles and resistance between Indians and landowners/ squatters.","SANTOS, Luan Moraes dos. Os Xukuru-Kariri e as elites: história, poder e conflito territorial em Palmeira dos Índios – AL (1979-2015). 2019.129 f. Dissertação (Mestrado em História) – Instituto de Ciências Humanas, Comunicação e Artes. Programa de Pós Graduação em História, Universidade Federal de Alagoas, Maceió, 2019.||http://www.repositorio.ufal.br/handle/riufal/5924",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Araujo, Bruno Pereira De [UNIFESP]",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Fecundações cruzadas gêneros ameríndios e incursões antropológicas,2019,Universidade Federal de São Paulo (UNIFESP),UNIFESP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Indians||Indigenous||Fecundations||Índios||Indígena||Fecundações,Não informado pela instituição,por,"We could say that the 1980s were marked by the publication of a work co-edited by Clifford and George Marcus, ""Writing Culture"", which brought together articles by different authors who mobilized to discuss the texturality of anthropological knowledge and the strategies of writing to produce an effect of authority. In their joint introduction to the book, Clifford and Marcus (1986) put into perspective the ideology that reduces (ethnographic) writing to a method whose transparency is self-evident.",https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7716936||BRUNO PEREIRA DE ARAUJO.pdf||https://repositorio.unifesp.br/handle/11600/59423,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Marschner, Arami Argüello, 1992-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Saberes do corpo kaiowa : lugar de murmúrio e resistência,2019,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Corpo||Índios Guarani Kaiwá||Cultura Indígena||Ritos e cerimônias||Processo criativo||Body||Indians Kaiowa||Indigenous culture||Rites and ceremonies||Creative process,Não informado pela instituição,por,Orientador: Veronica Fabrini Machado de Almeida,"https://hdl.handle.net/20.500.12733/1640426||MARSCHNER, Arami Argüello. Saberes do corpo kaiowa: lugar de murmúrio e resistência. 2019. 1 recurso online (220 p.) Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Artes, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/1640426. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Henrique, Fernanda Borges, 1989-",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Por um lugar de vida : os Kiriri do Rio Verde, Caldas/MG",2019,Universidade Estadual de Campinas (UNICAMP),UNICAMP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Territorialidade||Índios Kiriri||Indígenas da América do Sul - Caldas, MG||Territoriality||Kiriri Indians||Indians of South America - Caldas, MG",Não informado pela instituição,por,Orientador: Emília Pietrafesa de Godoi,"https://hdl.handle.net/20.500.12733/1637939||HENRIQUE, Fernanda Borges. Por um lugar de vida: os Kiriri do Rio Verde, Caldas/MG . 2019. 1 recurso online (169 p.) Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Filosofia e Ciências Humanas, Campinas, SP. Disponível em: https://hdl.handle.net/20.500.12733/1637939. Acesso em: 22 fev. 2025.",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
