Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Pinto, Maurício Rodrigues",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,BlackOut : o negro no cinema de Mato Grosso,2023,Universidade Federal de Mato Grosso (UFMT),UFMT,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Cinema Negro||Cinema mato-grossense||Representação||Representatividade||Análise interseccional||CNPQ::CIENCIAS SOCIAIS APLICADAS::COMUNICACAO||Black Cinema||Mato Grosso cinema||Representation||Representativeness||Intersectional analysis,Não informado pela instituição,por,"This research documents and discusses, through the intersectionality bias (González; Hill Collins), the presence of black people in Mato Grosso film production financed with public incentives, between 1992 and 2020, either in front of the cameras and/or behind the scenes in directing and writing. For this, a reflection is carried out on the concept of black cinema based on the discussions of Rosa Maria Berardo, Júlio César dos Santos, Jeferson De and also Orlando Senna, as well as on issues of representation and representativeness, addressing the concepts of stereotype (Hall; Araújo), oppositional gaze (bell hooks) images of control and outsider within (Hill Collins; Bueno). Based on these reflections, a chronology of black cinema in Mato Grosso is proposed. Based on methodological procedures based on documentary and content analysis (Bardin), an intersectional mapping of fiction cinema in Mato Grosso carried out with public funding is presented, from which two films considered to be inscribed in the concept of black cinema constructed in this study, are highlighted and analyzed.","PINTO, Maurício Rodrigues. BlackOut: o negro no cinema de Mato Grosso. 2023. 133 f. Dissertação (Mestrado em Comunicação) - Universidade Federal de Mato Grosso, Faculdade de Comunicação e Artes, Cuiabá, 2023.||http://ri.ufmt.br/handle/1/6116",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Almeida, Ivan Carlos de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Winds and Feedback from underfed supermassive black holes Ventos e feedback de buracos negros acretando a baixas taxas,2023,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,"Buracos negros,discos de acreção||galáxias:Ativas",Não informado pela instituição,eng,"At the centre of each giant galaxy, there is a supermassive black hole (SMBH). These objects are known to coevolve with their host galaxies and impact their life. The exact effect of the active SMBHs, the so-called active galactic nuclei (AGN), over the galaxy is an open question. In this thesis, we studied the AGN in the local universe --the low-luminosity AGN (LLAGN)-- and how they can produce winds and impact their environment. This thesis is divided into three main works regarding (i) the physics of wind production in the small scales near the SMBH; (ii) the interaction of the outflows with the host galaxy; and (iii) improving how we constrain our models with observations. They cover the different aspects of the same phenomenon: the low-luminosity AGN (LLAGN) activity and their feedback through powerful winds. We estimated in our work the ability of these systems to produce outflows that carry away from the subparsec scales a reasonable amount of energy L_wind ~ 0.01-0.08 dM/dt c^2 -- in physical units ~ 10^(39-40) erg/s. With winds powerful as this, we estimated that SMBHs with M_BH > 10^8 M_sun and dM/dt > 10^(-3) M_Edd can reduce the star formation rate in more than 10% in 10^7yr of activity. In parallel, we also developed the code AGNNES, a new way to calculate an LLAGN spectral energy density using AI with a considerable speed-up.",https://www.teses.usp.br/teses/disponiveis/14/14131/tde-03082023-070021/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Fontana, Weslei Bernardino",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,S-AdS Black Hole Thermodynamics,2024,Universidade Estadual de Londrina (UEL),UEL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Buracos negros (Astronomia)||Termodinâmica||Relatividade geral (Física)||Black holes (Astronomy)||Termodynamics||General relativety (Physics),Não informado pela instituição,por,"Resumo: Durante os últimos 5 anos, a pesquisa acerca da teoria de buracos negros em relatividade geral trouxe luz para a existência de uma forte relação entre gravitação, termodinâmica e teoria de campos Uma das partes mais importantes dessa conexão entre as teorias é a termodinâmica de buracos negros, que nos diz que algumas das leis que regem a mecânica de buracos negros são simplesmente as leis usuais da termodinâmica aplicada à um sistema com um buraco negro O intuito deste trabalho é fazer uma revisão sobre o que se conhece atualmente acerca do assunto Em especial, aplicado à teoria de buracos negros em espaços-tempo assintóticamente Anti de-Sitter Daremos um enfoque especial ao formalismo Hamiltoniano da termodinâmica, o qual nos permite estender a descrição termodinâmica de buracos negros, ao se introduzir a constante cosmológica como um parâmetro no espaço de fase da teoria termodinâmica O que nos fornece uma nova teoria termodinâmica com um grau de liberdade extra",https://repositorio.uel.br/handle/123456789/16235,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Cordeiro, Hildália Fernandes Cunha",http://lattes.cnpq.br/7059112566404194,"Castello Branco, Lúcia||Não informado pela instituição",http://lattes.cnpq.br/0311109427821243||Não informado pela instituição,"Santiago, Ana Rita||Silva, Assunção de Maria Sousa e||Sales, Cristian de Souza||Santos, Mônica de Menezes||Souza, Carla Dameane Pereira de",http://lattes.cnpq.br/5740979275215388||http://lattes.cnpq.br/4479298023652922||http://lattes.cnpq.br/3663292229070191||http://lattes.cnpq.br/1451205578056450||CV: http://lattes.cnpq.br/8166556482149559,Literatura Abẹ̀bẹ̀: abordagem teórico-crítica e metodológica negrorreferenciada das obras O olho mais azul e Deus ajude essa criança de Toni Morrison,2023,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Instituto de Letras,Pós-Graduação em Literatura e Cultura (PPGLITCULT) ,8.02.08.00-2 Literaturas Estrangeiras Modernas,openAccess,doctoralThesis,"Literatura americana - Escritoras negras - História e crítica||Negras na literatura||Relações raciais na literatura||Morrison, Toni, 1931-2019 - Crítica e interpretação||Morrison, Toni, 1931-2019 - O olho mais azul||Morrison, Toni, 1931-2019 - Deus ajude essa criança||Diáspora africana||Negros - Identidade racial",Não informado pela instituição,por,"Esta tese objetivou apresentar a abordagem teórico-crítica e metodológica negrorreferenciada denominada de Literatura Abèbè, que intentou contribuir para o acesso e leitura de parte do acervo publicado por Toni Morrison, propondo a insubordinação e a insurreição como categorias existenciais e claves interpretativas para análise desse complexo e diversificado acervo literário. Para tanto, foi pensado como corpora dois dos onze romances escritos por Morrison, a saber: O olho mais azul e Deus ajude a criança, correspondendo ao primeiro e ao último romances publicados. As personagens selecionadas foram, respectivamente: Pecola Breedlove, Pauline Breedlove; Claudia MacTeer; Bride e Mel. O abèbè foi pensado como simbologia fundante na tentativa ininterrupta de organizar a luta. Como problema de pesquisa procurou-se: Que elementos, características e traços presentes nas obras: O olho mais azul e Deus ajude essa criança apontam para a possibilidade destas narrativas se configurarem como Literatura Abèbè? Como objetivos foram elencados, um de ordem mais geral: elaborar a noção de Literatura Abèbè como abordagem teórico-crítica e metodológica para ler as obras de Toni Morrison: O olho mais azul e Deus ajude essa criança, e de ordem específica: i) mapear os elementos, características e traços presentes nas obras: O olho mais azul e Deus ajude essa criança que apontam para a possibilidade destas narrativas se configurarem como Literatura Abèbè; ii) sistematizar as características da Literatura Abèbé, cartografando a partir da construção identitária das cinco personagens já mencionadas; iii) identificar, a partir da abordagem teórico-crítica e metodológica Literatura Abèbè, como ocorrem os processos de construção identitária das personagens escolhidas e iv) examinar as maneiras pelas quais algumas personagens selecionadas internalizam a ideologia da branquidade e a adotam como referência de padrão de beleza e outras fazem da negritude um escudo contra a supremacia branca. Como sustentação para a pesquisa, um tripé foi pensado a partir das contribuições da teoria e crítica literária negro-diaspórica, do feminismo negro e da psicologia e psicanálise na perspectiva negra. É preciso salientar, ainda, que a metodologia empregada para a feitura da investigação respaldou-se na crítica feminista-negra fazendo o uso da colcha de retalhos (hooks, 2019) a partir do desafio metodológico de “juntar pedaços” (ALVES, 2021), uma vez que o desejo final foi o de que as vozes e experiências das personagens citadas se configurassem como um complexo e sofisticado caleidoscópico, com o intuito de melhor avaliar as aprendizagens compartilhadas por elas. Os resultados revelaram que a Literatura Abèbè concebeu o acervo literário produzidos por mulheres negras na diáspora como possibilidades de rotas de fugas e esquivas nas diversas tentativas de aniquilamentos propostos pelo racismo e apontou caminhos possíveis contra tais processos. Conhecer as demandas enfrentadas pelas personagens, bem como acessar uma multiplicidade de histórias experienciadas por elas, foi o que levou à elaboração de tal proposta. Uma literatura que se funda em referências ancestrais. Finalmente, essa produção literária tem potencial para anunciar e apontar as armadilhas sempre presentes nas jornadas existenciais das mulheres negras e em seus processos de construção identitária, destrancando os caminhos, sobretudo nas encruzilhadas identitárias: momentos de autoconhecimento; autorrejeição; autorrepugnância; autoaceitação; autorrevelação; autossabotagem; autocuidado; autoamor; autocura e autorrealização.",https://repositorio.ufba.br/handle/ri/37963,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Bergamaschi, Thiago Torres",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,On the nature of the black hole information problem,2024,Universidade de São Paulo (USP),USP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Black hole information problem||Black hole thermodynamics||General relativity||Problema da informação em buracos negros||Quantum field theory in curved spacetime||Relatividade geral||Teoria quântica de campos em espaço-tempo curvo, Termodinâmica de buracos negros",Não informado pela instituição,eng,"The aim of this work is to present the black hole information problem and discuss the assumptions and hypotheses necessary for its formulation. As the problem arises in the framework of semiclassical gravity, we first review the necessary notions to describe Lorentzian manifolds equipped with physical properties, as well as the physical concepts of the theory that describes the gravitational interaction as the curvature of spacetime, general relativity. From its classical perspective, we develop the formalism to study the dynamical aspects of black holes in spacetimes obeying suitable causality conditions. Equipped with conjectures that nature censors naked singularities and that black holes reach a stationary configuration after they form, the black hole uniqueness theorems allow us to review several relations for the geometrical quantities associated with them. Following considerations of the other fundamental interactions, which are described by quantum field theory, we review the arguments in the formalism of quantum field theory in curved spacetime that give rise to the effective particle creation effect, its approximately thermal character, and the concept of black hole evaporation. With a precise quantification of information in quantum mechanics and assuming that the condition for physically acceptable states is given by the Hadamard condition, we review the result that entanglement between causally complementary regions is an intrinsic feature of quantum field theory. As a consequence, we discuss how the formation and complete evaporation of black holes leads to information loss. Conscious that such a prediction follows if no deviations from the semiclassical picture occur at the Planck scale, we discuss alternatives to this nonunitary dynamical evolution and formulate the black hole information problem. Lastly, we analyze the assumptions and hypotheses that lead to the problem.",https://www.teses.usp.br/teses/disponiveis/76/76134/tde-21052024-083213/,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
MARIANA GOMES COELHO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"[en] RODRIGO FRANÇA AND THE BLACK THEATER: PROJECT, AGENCY AND ANTI-RACIST EDUCATION",2023,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),PUC_RIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,[pt] POLITICA||[pt] TEATRO NEGRO||[pt] ANTIRRACISMO||[pt] ARTES CENICAS||[en] POLICY||[en] BLACK THEATER||[en] ANTI-RACISM||[en] STAGE ARTS,Não informado pela instituição,por,"[pt] Esta dissertação tem como tema central o Teatro Negro e doravante esta temática, constrói uma relação de investigação com Rodrigo França e seus empreendimentos. A partir de trabalho de campo realizado com este sujeito e sua rede de relações, em especial na produção do espetáculo Jorge Pra Sempre Verão, temos a produção de uma etnografia. Tal empreendimento é realizado na perspectiva de articular arte, antropologia, educação e práticas políticas. Com objetivo de considerar as contribuições de Rodrigo França e sua pedagogia antirracista, que perpassa os múltiplos campos de atuação deste sujeito, mas também verificando em que medida suas ações são fruto de uma continuidade histórica, é empreendida uma pesquisa acerca de dois momentos do Teatro Negro. O Teatro Abolicionista e o Teatro Experimental do Negro ganham destaque, pois, nos ajudam a refletir em que medida conseguimos articular teatro, educação e práticas políticas. Ainda que a partir de diferentes atuações e práticas, são capazes de produzir agência e transformações dentro e fora dos palcos. Na intenção de estabelecer conexões entre teatro e educação, aqui a arte é considerada a partir de suas capacidades agentivas e conectivas. A pedagogia antirracista empreendida por tais movimentos se faz necessária e urgente na construção de uma sociedade democrática e justa.",https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=62363&idi=1||https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=62363&idi=2||http://doi.org/10.17771/PUCRio.acad.62363,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
VAGNER DA ROSA AMARO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"[en] BLACK LIVES, LITERARY LIVES (1978-2020)",2023,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),PUC_RIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,[pt] VIDA LITERARIA||[pt] ESCRITORA E ESCRITOR NEGRO||[pt] AUTORIA NEGRA||[en] LITERARY LIFE||[en] BLACK WRITERS||[en] BLACK AUTHORSHIP,Não informado pela instituição,por,"[pt] A tese Vidas negras, vidas literárias (1978-2020) tem como objetivo geral analisar a vida literária de escritores e escritoras negros brasileiros durante o período entre 1978 e 2020. Os marcos temporais e espaciais se justificam pela articulação entre ações literárias e ações políticas relativas ao tema: em 1978, foi criada a série literária Cadernos Negros e no mesmo período surgiu o Movimento Negro Unificado; já em 2020, ocorreu um aumento de publicações de autoria negra por editoras brasileiras e nesse mesmo ano houve uma intensificação do movimento Black Lives Matter (Vidas negras importam). Entende-se que a vida de escritoras e escritores negros é afetada pelo racismo estrutural e pela necropolítica, seja de forma geral, como acontece com todo indivíduo negro brasileiro, seja de maneira específica, na redução (e ampliação) de oportunidades para produção e circulação de obras literárias. A pesquisa é do tipo exploratória, descritiva e quantitativa e constitui seu referencial teórico a partir dos textos sobre vida literária (Broca, 2005; Moriconi, 2006), racismo estrutural (Almeida, 2019), epistemicídio (Carneiro, 2005), necropolítica (Mbembe, 2018), literatura negro-brasileira (Cuti, 2010), mercado editorial (Dalcastagnè, 2011, 2014; Oliveira, Rodrigues, 2016), escrevivência (Evaristo, 2009) e de uma seleção do repertório literário (ficção e poesia) produzido por escritores e escritoras negros no período delimitado para esta tese. A leitura deste repertório identificou que a recorrência temática sobre a vulnerabilidade à morte da população negra constitui um material importante a ser analisado em diálogo com os conceitos de literatura negro-brasileira, ancestralidade e escrevivência. Esta seleção de textos contribui para a análise da vida literária deste grupo de escritores e escritoras negros. Entende-se que esta vida literária, articulada por estratégias de produção, divulgação e circulação de obras, realizadas no período entre 1978 e 2020, embora, em sua maioria, distante dos espaços privilegiados de legitimação da literatura, integra o mosaico da vida literária brasileira e reivindica aos pesquisadores a experimentação de um modelo (flexível e inclusivo) de descrição, inscrição, mapeamento e abordagem, como, por exemplo, o realizado por Broca (2005) no livro A vida literária no Brasil − 1900.",https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=62955&idi=1||https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=62955&idi=2||http://doi.org/10.17771/PUCRio.acad.62955,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
CLAUDIO FERNANDO LIMA DOS SANTOS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,[en] CONSTRUCTION OF BLACK SUBJECTIVITIES IN ACADEMIC SPACES: A STUDY OF NEABS,2023,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),PUC_RIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,[pt] NEGRITUDE||[pt] NUCLEOS DE ESTUDOS AFRO-BRASILEIROS||[pt] PEDAGOGIAS ALTERNATIVAS||[pt] SUBJETIVIDADES NEGRAS||[pt] MOVIMENTO NEGRO||[en] BLACK PEOPLE CHARACTERS||[en] AFRO-BRAZILIAN STUDIES CENTERS||[en] ALTERNATIVE PEDAGOGIES||[en] BLACK SUBJECTIVITIES||[en] NEGRO ACTIVISM,Não informado pela instituição,por,"[pt] Esta dissertação se propõe abordar o tema dedicado às relações raciais no Brasil, focando na construção de identidades negras em contextos acadêmicos, com ênfase nos Núcleos de Estudos Afro-Brasileiros (NEABs) e correlatos. O estudo se concentra no Núcleo de Estudos Afro-Brasileiros e Indígenas da Universidade Estadual do Norte Fluminense (NEABI UENF) e no Programa de Estudos e Debates dos Povos Africanos e Afro-americanos da Universidade do Estado do Rio de Janeiro (PROAFRO UERJ). Através da observação participante, procurou-se explorar a atuação desses grupos e sua influência sobre os integrantes. A partir de uma sociologia histórica, destaca-se o Movimento Negro como sujeito central na luta por reconhecimento e resgatam-se conceitos como negritude, pedagogia cívica, educação não-formal e demais pedagogias que se mostram no processo de formação dos sujeitos. Diante da relevância histórica dos núcleos e os diversos atravessamentos, conclui-se através de uma pesquisa qualitativa, que esses espaços fortalecem identidades negras, incentivando a participação política e, ainda, a permanência de estudantes negros na universidade, de forma a promover igualdade racial nesses ambientes, o que contribui para o aspecto da diversidade e representatividade acadêmica.",https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=64616&idi=1||https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=64616&idi=2||http://doi.org/10.17771/PUCRio.acad.64616,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
CLOVIS NASCIMENTO JUNIOR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"[pt] O BAILE BLACK: O LUGAR, O ESPAÇO, O PONTO DE ENCONTRO, A PASSARELA DA INSURGÊNCIA NO CENTRO DE SÃO PAULO",2023,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),PUC_RIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,[pt] TERRITORIOS NEGROS||[pt] REFORMAS URBANAS||[pt] JUVENTUDE PERIFERICA||[pt] BAILES BLACK||[pt] SEGREGACAO RACIAL||[pt] SEGREGACAO URBANA||[en] BLACK TERRITORIES||[en] URBAN REFORMS||[en] PERIPHERAL YOUTH||[en] BLACK DANCES||[en] RACIAL SEGREGATION||[en] URBAN SEGREGATION,Não informado pela instituição,por,"[pt] Este projeto de pesquisa investiga como a população negra, moradora do município de São Paulo, SP, mobilizou-se em torno dos chamados Bailes Blacks. Sobretudo na sua relação periferia-centro, esta conjuntura social produziu estratégias de supervivência em um território demarcado por tentativas de apagamento, segregação racial e deslocamentos dentro deste tecido urbano. Tais movimentos — de saída de regiões localizadas nas bordas da cidade, se dirigindo a pontos de encontro estratégicos na região central — se reconhecem como geradores de territorialidades em transformação, se constituindo em um campo de constantes disputas socioeconômicas, simbólicas e, especialmente, políticas. Tendo como pano de fundo uma dinâmica de encontro e convívio de pares, este tipo de apropriação na urbe paulistana — sobretudo através da dança e da música —, permitiu a formação do que é caracterizado no trabalho como um tipo de saber-festivo. A pesquisa foi conduzida por uma metodologia que analisou a história das relações da população negra com os bailes no Brasil: desde o período pós-abolição, com os clubes; passando pelas associações, como a Imprensa Negra e a Frente Negra Brasileira; e culminando com os Bailes Blacks, que recebem destaque em um recorte temporal iniciado no final dos anos 1950 até meados dos anos 1980. Como técnicas de pesquisa elaboradas para esta dissertação, foi realizada uma revisão de literatura — que considerou o estudo aprofundado de artigos científicos, jornais, documentários e demais registros da época —, assim como entrevistas com protagonistas-chave, participantes dos Bailes Blacks.",https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=65308&idi=1||https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=65308&idi=2||http://doi.org/10.17771/PUCRio.acad.65308,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
RENATA CARMO ALVES,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,[en] AFRO-ATLANTIC PERFORMANCES: INSCRIPTIONS OF BLACK DYNAMICS BEYOND MODERNITY,2024,Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO),PUC_RIO,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,[pt] DIASPORA||[pt] DESCOLONIALIDADE||[pt] PERFORMANCE AFRO-ATLANTICA||[pt] TEATRO NEGRO||[en] DIASPORA||[en] DESCOLONIALITY||[en] AFRO-ATLANTIC PERFORMANCE||[en] BLACK THEATER,Não informado pela instituição,por,"[pt] Trata-se de uma reflexão acerca da agencia das performances afro-atlânticas na perspectiva de uma descolonialidade epistêmica. A performance afro-atlântica é um conceito que deve ser compreendido como a maneira pela qual as marcas do oceano Atlântico e seus atravessamentos simbólicos se revelam na cultura, e aqui em específico no teatro negro brasileiro contemporâneo, através da relação com marcadores da colonialidade. O Atlântico é compreendido como espaço fundamental de reflexão para a História da humanidade, através do qual se formulam processos culturais resultantes das imposições relacionadas com a ampliação do mundo (tal como era concebido até então pelo Ocidente), bem como a partir de uma necessidade contínua de reformulações para a memória do trauma colonial. As performances são tomadas então como gestos artísticos que criam fissuras na colonialidade como visão de mundo e são forjados a partir de relações estéticas e conceituais marcadas por rotas atlânticas inacabadas. O estudo vai observar os espetáculos teatrais Traga-me a cabeça de Lima Barreto, Vaga carne e Oboró – masculinidades negras considerando os marcadores coloniais de tempo, espaço e palavra, numa perspectiva de que são projetos de anticolonialidade.",https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=67458&idi=1||https://www.maxwell.vrac.puc-rio.br/colecao.php?strSecao=resultado&nrSeq=67458&idi=2||http://doi.org/10.17771/PUCRio.acad.67458,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
